country,year,gdp,population,primary_energy_consumption,coal_cons_per_capita,gas_energy_per_capita,hydro_elec_per_capita,low_carbon_energy_per_capita,oil_energy_per_capita,renewables_energy_per_capita,renewables_consumption,fossil_fuel_consumption
Mexico,2003,1306677477376.0,102429344.0,1740.948,1008.679,4345.376,192.132,1048.014,10594.504,762.694,78.122,1633.6
Mexico,2004,1373060333568.0,103945816.0,1843.091,1017.065,4619.899,240.029,1147.741,10946.558,903.159,93.88,1723.788
Mexico,2005,1427076808704.0,105442400.0,2019.614,1265.426,4999.159,259.668,1259.596,11629.537,978.032,103.126,1886.799
Mexico,2006,1510627082240.0,106886792.0,2049.177,1339.719,5453.272,281.513,1293.54,11084.935,1015.96,108.593,1910.914
Mexico,2007,1572355440640.0,108302976.0,2068.458,1214.96,5266.833,249.301,1200.78,11416.242,939.704,101.773,1938.41
Mexico,2008,1607400947712.0,109684496.0,2153.523,1071.667,5469.923,353.651,1459.819,11632.388,1218.795,133.683,1993.404
Mexico,2009,1543872708608.0,111049424.0,2117.228,1078.317,5868.45,238.182,1136.516,10982.354,883.101,98.068,1991.019
Mexico,2010,1637760630784.0,112532400.0,2123.579,1316.232,5868.936,326.928,1276.962,10408.694,1137.811,128.041,1979.88
Mexico,2011,1716060815360.0,114150480.0,2219.981,1500.888,6203.083,314.76,1335.28,10408.595,1101.308,125.715,2067.558
Mexico,2012,1785373786112.0,115755912.0,2239.852,1289.489,6362.852,272.902,1212.745,10484.699,1013.411,117.308,2099.47
Mexico,2013,1810561761280.0,117290680.0,2241.271,1263.754,6632.673,236.336,1193.483,10018.781,930.375,109.124,2101.287
Mexico,2014,1851266170880.0,118755888.0,2227.508,1245.739,6639.54,324.615,1428.081,9443.673,1216.241,144.436,2057.915
Mexico,2015,1899585208320.0,120149896.0,2202.979,1228.885,6723.511,254.765,1329.123,9053.732,1080.123,129.777,2043.285
Mexico,2016,1923887267840.0,121519224.0,2252.842,1190.209,6832.667,244.735,1319.214,9196.884,1095.828,133.164,2092.532
Mexico,2017,1964635193344.0,122839256.0,2295.823,1438.895,7003.749,258.386,1369.33,8877.674,1143.081,140.415,2127.615
Mexico,2018,2006599729152.0,124013864.0,2265.69,1270.386,7279.317,260.455,1485.313,8234.632,1207.816,149.786,2081.49
Mexico,2019,2006599729152.0,125085312.0,2239.439,1202.498,7466.052,188.192,1463.594,7771.151,1237.314,154.77,2056.365
Mexico,2020,2006599729152.0,125998296.0,2064.19,527.713,7501.612,212.225,1699.55,6653.804,1475.972,185.97,1850.049
Mexico,2021,2006599729152.0,126705136.0,2219.266,435.075,7681.825,272.049,1956.213,7442.093,1719.929,217.924,1971.404
Mexico,2022,2006599729152.0,127504120.0,2423.75,547.351,7575.104,276.854,1915.264,8971.466,1702.381,217.061,2179.545
Netherlands,1991,423864926208.0,15046578.0,928.063,6221.422,27294.873,6.646,824.638,27338.426,196.848,2.962,915.655
Netherlands,1992,433594990592.0,15150688.0,939.117,6160.336,26395.939,7.92,922.438,28506.418,210.75,3.193,925.142
Netherlands,1993,441585762304.0,15251088.0,946.966,6174.423,26968.932,5.901,966.941,27981.416,232.402,3.544,932.219
Netherlands,1994,457294184448.0,15349481.0,936.809,6532.975,25878.543,6.515,993.74,27626.695,260.398,3.997,921.555
Netherlands,1995,474287669248.0,15446670.0,974.962,6707.666,26415.258,5.826,1025.991,28969.014,287.894,4.447,959.114
Netherlands,1996,494052179968.0,15538617.0,1017.111,6435.579,29101.33,5.148,1128.78,28791.271,369.12,5.736,999.571
Netherlands,1997,518267830272.0,15629912.0,998.851,6220.267,27107.922,5.758,843.604,29734.549,406.446,6.353,985.665
Netherlands,1998,544860340224.0,15722601.0,1005.942,6307.269,26610.664,6.996,1152.467,29910.24,465.026,7.311,987.822
Netherlands,1999,575703547904.0,15812491.0,993.777,5498.466,25851.574,5.692,1186.471,30311.072,499.507,7.898,975.016
Netherlands,2000,603576139776.0,15899138.0,1006.819,5678.155,25782.32,8.806,1285.764,30579.172,586.304,9.322,986.377
Netherlands,2001,619963809792.0,15981630.0,1045.557,6013.849,26167.195,7.509,1347.364,31894.031,646.62,10.334,1024.024
Netherlands,2002,624206544896.0,16057042.0,1046.061,6020.204,25781.35,6.851,1455.52,31889.488,772.864,12.41,1022.69
Netherlands,2003,629605990400.0,16127574.0,1053.076,6200.561,25846.002,4.34,1453.07,31796.996,759.732,12.253,1029.642
Netherlands,2004,646099697664.0,16196036.0,1088.744,6088.595,26350.754,5.557,1662.994,33120.539,1010.444,16.365,1061.81
Netherlands,2005,663883939840.0,16261834.0,1112.242,5790.655,25492.547,5.534,2096.74,35015.91,1421.3,23.113,1078.145
Netherlands,2006,691219595264.0,16325679.0,1089.576,5495.773,24383.875,6.738,2125.344,34735.008,1545.087,25.225,1054.878
Netherlands,2007,720938008576.0,16391232.0,1107.524,5965.249,23674.58,6.711,2328.719,35599.527,1633.407,26.774,1069.354
Netherlands,2008,737432109056.0,16460775.0,1094.389,5619.419,24536.443,6.075,2619.768,33709.012,1936.841,31.882,1051.265
Netherlands,2009,713757491200.0,16536200.0,1079.291,5274.623,25010.783,6.047,2927.376,32055.6,2238.887,37.023,1030.883
Netherlands,2010,727959470080.0,16617121.0,1170.651,5282.37,28138.648,6.018,2845.721,34181.727,2209.533,36.716,1123.363
Netherlands,2011,744360837120.0,16701470.0,1115.092,5184.174,24505.494,3.592,3101.589,33974.832,2445.274,40.84,1063.291
Netherlands,2012,736497893376.0,16785296.0,1095.699,5667.99,23403.418,5.958,3087.244,33118.68,2473.601,41.52,1043.879
Netherlands,2013,735093129216.0,16867352.0,1062.885,5643.71,23189.109,6.521,2805.781,31375.736,2357.551,39.766,1015.559
Netherlands,2014,745517678592.0,16954080.0,1016.331,6211.222,20247.502,6.488,2897.398,30589.965,2270.062,38.487,967.208
Netherlands,2015,760077418496.0,17041110.0,1034.106,7550.369,19818.088,5.281,3144.805,30169.766,2526.399,43.053,980.515
Netherlands,2016,776582332416.0,17124512.0,1043.622,6965.324,20524.51,5.84,3225.665,30227.648,2631.577,45.064,988.384
Netherlands,2017,799187927040.0,17207204.0,1051.377,6216.711,21082.9,3.487,3567.039,30234.355,3062.069,52.69,989.999
Netherlands,2018,818056003584.0,17286042.0,1025.894,5560.042,20570.545,4.05,3928.45,29289.068,3412.229,58.984,957.986
Netherlands,2019,818056003584.0,17363260.0,1021.601,4300.268,21392.553,4.032,4674.317,28469.795,4104.748,71.272,940.44
Netherlands,2020,818056003584.0,17434562.0,988.636,2741.999,20677.316,2.868,6340.792,26945.43,5749.96,100.248,878.087
Netherlands,2021,818056003584.0,17501696.0,1015.272,3715.513,19936.164,5.142,7489.584,26868.635,6940.392,121.469,884.191
Netherlands,2022,818056003584.0,17564020.0,983.599,3672.28,15456.154,3.416,8644.015,28228.312,8051.746,141.421,831.775
Nigeria,1991,174067580928.0,97685360.0,224.615,6192.301738391105,9783.969942948717,1513.6776885768986,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,1992,181866315776.0,100182048.0,230.295,6192.301738391105,9783.969942948717,1513.6776885768986,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,1993,188893724672.0,102775472.0,233.795,6192.301738391105,9783.969942948717,1513.6776885768986,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,1994,193990918144.0,105456120.0,217.993,6192.301738391105,9783.969942948717,1513.6776885768986,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,1995,202397630464.0,108187616.0,242.441,6192.301738391105,9783.969942948717,1513.6776885768986,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,1996,215950344192.0,110956184.0,248.424,6192.301738391105,9783.969942948717,1513.6776885768986,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,1997,227883171840.0,113791184.0,248.524,6192.301738391105,9783.969942948717,1513.6776885768986,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,1998,239844507648.0,116690528.0,238.319,6192.301738391105,9783.969942948717,1513.6776885768986,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,1999,247535173632.0,119695568.0,239.122,6192.301738391105,9783.969942948717,1513.6776885768986,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2000,268133056512.0,122851984.0,224.482,6192.301738391105,9783.969942948717,46.316,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2001,293371871232.0,126152680.0,254.05,6192.301738391105,9783.969942948717,46.372,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2002,344837226496.0,129583032.0,265.279,6192.301738391105,9783.969942948717,62.894,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2003,387286171648.0,133119808.0,279.639,6192.301738391105,9783.969942948717,55.364,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2004,438818996224.0,136756848.0,290.211,6192.301738391105,9783.969942948717,58.717,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2005,481805860864.0,140490720.0,317.435,6192.301738391105,9783.969942948717,54.737,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2006,527646261248.0,144329760.0,283.013,6192.301738391105,9783.969942948717,42.957,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2007,581024743424.0,148294032.0,259.443,6192.301738391105,9783.969942948717,41.539,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2008,638942773248.0,152382512.0,312.046,6192.301738391105,9783.969942948717,37.143,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2009,709980389376.0,156595744.0,195.811,6192.301738391105,9783.969942948717,28.609,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2010,810068017152.0,160952864.0,243.699,6192.301738391105,9783.969942948717,39.204,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2011,871190888448.0,165463744.0,346.747,6192.301738391105,9783.969942948717,35.174,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2012,909649182720.0,170075936.0,345.857,6192.301738391105,9783.969942948717,32.926,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2013,959938887680.0,174726128.0,444.877,6192.301738391105,9783.969942948717,30.161,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2014,1021285564416.0,179379024.0,485.734,6192.301738391105,9783.969942948717,29.491,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2015,1048704581632.0,183995776.0,459.223,6192.301738391105,9783.969942948717,30.762,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2016,1032469807104.0,188666928.0,469.574,6192.301738391105,9783.969942948717,42.774,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2017,1040791502848.0,193495904.0,456.42,6192.301738391105,9783.969942948717,39.639,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2018,1060805935104.0,198387616.0,488.395,6192.301738391105,9783.969942948717,38.763,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2019,1060805935104.0,203304496.0,504.771,6192.301738391105,9783.969942948717,41.465,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2020,1060805935104.0,208327408.0,509.374,6192.301738391105,9783.969942948717,36.913,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2021,1060805935104.0,213401328.0,543.737,6192.301738391105,9783.969942948717,37.488,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Nigeria,2022,1060805935104.0,218541216.0,2381.1231801125705,6192.301738391105,9783.969942948717,40.084,8298.862918900804,18053.026229591836,5680.428812332439,236.0118659517426,2116.086500986193
Norway,1991,132674478080.0,4261886.0,456.792,1970.798,5899.75,25840.672,76569.906,22740.193,76569.906,326.332,130.459
Norway,1992,141645643776.0,4286560.0,481.064,1968.559,6313.457,27217.629,80651.969,23292.197,80651.969,345.72,135.345
Norway,1993,150160310272.0,4312138.0,496.452,2116.185,6602.349,27649.859,81947.078,24463.258,81947.078,353.367,143.084
Norway,1994,162612346880.0,4336745.0,479.502,2372.374,7047.599,25742.811,76328.133,24819.15,76328.133,331.016,148.486
Norway,1995,174580203520.0,4359327.0,508.82,2576.754,7077.787,27878.156,82653.812,24411.539,82653.812,360.315,148.505
Norway,1996,189004513280.0,4381511.0,466.737,2549.455,7644.486,23704.152,70321.094,26009.201,70321.094,308.113,158.624
Norway,1997,205114343424.0,4405334.0,490.684,2516.177,8780.578,24919.791,73866.211,26221.072,73866.211,325.405,165.279
Norway,1998,216977244160.0,4431672.0,510.298,2714.355,8914.718,26107.527,77403.508,26115.463,77403.508,343.027,167.271
Norway,1999,228162633728.0,4462148.0,523.83,2526.125,8457.664,27217.832,80696.031,25714.262,80696.031,360.078,163.752
Norway,2000,242722144256.0,4491204.0,580.512,2570.615,9433.571,31577.279,93578.219,23672.846,93578.219,420.279,160.233
Norway,2001,255412797440.0,4514019.0,524.996,2279.207,8697.987,26685.754,78600.391,26725.908,78600.391,354.804,170.193
Norway,2002,267060707328.0,4538435.0,546.265,1965.947,9232.894,28505.42,83431.375,25734.029,83431.375,378.648,167.617
Norway,2003,277816606720.0,4565167.0,482.027,1908.267,9889.596,23105.398,67381.695,26408.492,67381.695,307.609,174.418
Norway,2004,297704030208.0,4592284.0,490.929,2141.773,10395.949,23687.559,68671.492,25693.807,68671.492,315.359,175.57
Norway,2005,314925252608.0,4623691.0,560.754,1816.582,9451.153,29346.686,84573.227,25437.422,84573.227,391.04,169.713
Norway,2006,332397084672.0,4661081.0,513.554,1545.776,9293.212,25609.939,73532.766,25807.422,73532.766,342.742,170.812
Norway,2007,352664748032.0,4709582.0,551.271,1682.346,8867.265,28380.438,81116.07,25387.441,81116.07,382.023,169.249
Norway,2008,364919226368.0,4768654.0,564.522,1712.251,9016.169,29157.074,82934.906,24718.602,82934.906,395.488,169.035
Norway,2009,370050662400.0,4829195.0,521.254,1345.98,8550.727,25942.213,73395.164,24646.145,73395.164,354.44,166.814
Norway,2010,383737856000.0,4889747.0,500.38,1812.182,8379.187,23874.445,67271.719,24869.361,67271.719,328.942,171.438
Norway,2011,399382970368.0,4953565.0,507.487,1985.102,8140.402,24281.502,68202.164,24121.125,68202.164,337.844,169.643
Norway,2012,410365034496.0,5019058.0,562.048,1898.32,7999.909,28236.373,78802.375,23282.143,78802.375,395.514,166.534
Norway,2013,414462935040.0,5080667.0,526.926,1776.888,7839.295,25221.098,70298.625,23797.107,70298.625,357.164,169.762
Norway,2014,422415695872.0,5137926.0,542.738,1924.685,8305.661,26366.67,73041.234,22362.18,73041.234,375.28,167.458
Norway,2015,429219184640.0,5190357.0,548.0,1707.539,8739.19,26452.9,73006.438,22127.205,73006.438,378.929,169.07
Norway,2016,433545936896.0,5236591.0,556.1,1737.816,8360.971,27271.561,74895.102,21201.062,74895.102,392.195,163.905
Norway,2017,443618328576.0,5277396.0,558.883,1802.662,8706.559,26977.318,74461.109,20931.018,74461.109,392.961,165.923
Norway,2018,449338998784.0,5312321.0,550.134,1748.865,8349.888,26161.822,72077.484,21381.949,72077.484,382.899,167.236
Norway,2019,449338998784.0,5348285.0,515.535,1696.72,8553.554,23426.201,65653.188,20489.035,65653.188,351.132,164.403
Norway,2020,449338998784.0,5379836.0,558.905,1668.565,8199.967,26357.68,74667.586,19352.775,74667.586,401.699,157.206
Norway,2021,449338998784.0,5403021.0,569.09,1811.97,7803.566,26638.801,76149.188,19563.361,76149.188,411.436,157.654
Norway,2022,449338998784.0,5434324.0,526.729,1717.793,7337.223,24799.773,69426.695,18444.516,69426.695,377.287,149.441
Pakistan,1991,311483367424.0,119203576.0,323.701,199.811,925.337,153.377,463.527,1126.852,453.533,54.063,268.447
Pakistan,1992,327814348800.0,122375176.0,340.029,199.86,884.297,162.98,494.74,1199.678,481.931,58.976,279.485
Pakistan,1993,338978439168.0,125546624.0,376.314,204.538,992.317,174.704,525.787,1274.76,516.597,64.857,310.303
Pakistan,1994,356454498304.0,129245136.0,389.382,197.245,982.656,166.559,505.417,1327.422,492.512,63.655,324.059
Pakistan,1995,376967626752.0,133117480.0,410.68,193.08,978.534,170.877,516.396,1397.081,505.28,67.262,341.938
Pakistan,1996,391435223040.0,137234816.0,437.426,189.829,1031.316,180.692,541.067,1425.219,534.305,73.325,363.173
Pakistan,1997,402359549952.0,141330272.0,422.885,172.314,998.477,130.521,395.0,1426.381,385.949,54.546,367.059
Pakistan,1998,419024863232.0,145476112.0,453.849,167.563,1021.68,165.717,497.694,1432.811,490.023,71.287,381.446
Pakistan,1999,440333205504.0,149694464.0,473.722,162.919,1132.34,143.658,426.303,1443.031,424.795,63.589,409.907
Pakistan,2000,459798544384.0,154369920.0,483.754,152.786,1162.953,110.255,372.88,1445.115,355.496,54.878,426.193
Pakistan,2001,477964500992.0,159217728.0,495.15,153.759,1190.477,117.763,391.93,1373.728,354.996,56.522,432.748
Pakistan,2002,504824791040.0,163262800.0,514.109,168.114,1258.667,135.548,416.341,1305.845,383.815,62.663,446.136
Pakistan,2003,543920422912.0,166876672.0,559.927,211.077,1531.094,159.819,479.157,1134.005,447.391,74.659,479.967
Pakistan,2004,592025878528.0,170648624.0,623.062,230.179,1797.647,148.902,501.964,1121.35,462.831,78.981,537.402
Pakistan,2005,641139081216.0,174372096.0,646.484,250.089,1870.149,175.2,544.119,1043.141,504.127,87.906,551.605
Pakistan,2006,685964984320.0,178069984.0,681.332,259.489,1871.145,177.627,522.223,1173.345,483.383,86.076,588.34
Pakistan,2007,719251898368.0,181924528.0,724.411,347.545,1857.927,156.219,526.952,1249.505,492.38,89.576,628.545
Pakistan,2008,746909335552.0,185931952.0,727.998,374.724,1861.305,147.957,438.544,1240.828,413.209,76.829,646.459
Pakistan,2009,774875316224.0,190123232.0,737.594,301.362,1825.22,146.274,458.18,1294.798,422.323,80.293,650.484
Pakistan,2010,805483315200.0,194454496.0,740.76,276.922,1817.823,161.94,460.507,1254.176,425.689,82.777,651.213
Pakistan,2011,845085933568.0,198602736.0,740.263,233.772,1779.414,142.143,477.872,1236.296,425.339,84.473,645.356
Pakistan,2012,884405436416.0,202205856.0,687.836,232.874,1809.9,146.188,182.207,1176.682,146.877,29.699,650.993
Pakistan,2013,931154821120.0,205337552.0,751.742,181.678,1733.036,153.649,476.133,1270.161,421.84,86.62,653.974
Pakistan,2014,981580447744.0,208251632.0,775.935,264.09,1680.02,154.381,486.646,1295.194,428.35,89.205,674.59
Pakistan,2015,1039812853760.0,210969296.0,815.859,257.207,1731.73,162.536,484.875,1393.38,432.142,91.169,713.565
Pakistan,2016,1101753876480.0,213524848.0,888.988,290.93,1810.125,149.21,522.241,1540.095,458.596,97.922,777.476
Pakistan,2017,1160950841344.0,216379648.0,940.998,384.144,1882.782,127.785,512.932,1568.97,417.134,90.259,830.01
Pakistan,2018,1212090548224.0,219731488.0,971.03,626.43,1983.676,168.433,519.586,1289.477,412.727,90.689,856.861
Pakistan,2019,1212090548224.0,223293280.0,982.516,701.151,1991.684,157.998,584.876,1122.405,480.854,107.372,851.917
Pakistan,2020,1212090548224.0,227196736.0,977.217,799.958,1811.636,164.527,616.865,1072.733,510.934,116.083,837.067
Pakistan,2021,1212090548224.0,231402112.0,1083.789,867.575,1940.002,168.538,652.483,1223.513,482.18,111.577,932.803
Pakistan,2022,1212090548224.0,235824864.0,1000.547,751.105,1627.729,154.394,697.199,1166.72,460.81,108.67,836.13
Philippines,1991,228447698944.0,63039752.0,184.648,283.925,9783.969942948717,81.615,500.512,2144.642,500.512,31.552,2116.086500986193
Philippines,1992,230919372800.0,64543524.0,198.081,243.975,9783.969942948717,68.791,454.002,2370.972,454.002,29.303,2116.086500986193
Philippines,1993,237660504064.0,66083324.0,217.31,264.513,9783.969942948717,76.116,468.406,2555.504,468.406,30.954,2116.086500986193
Philippines,1994,250039762944.0,67650288.0,226.373,262.856,0.782,86.652,521.313,2561.27,521.313,35.267,191.106
Philippines,1995,263686193152.0,69250472.0,258.544,276.095,0.736,89.992,517.485,2939.145,517.485,35.836,222.708
Philippines,1996,281310527488.0,70944968.0,277.018,363.105,1.215,99.091,554.345,2986.019,554.345,39.328,237.69
Philippines,1997,298146725888.0,72718832.0,302.359,438.051,0.72,83.458,529.176,3189.971,529.176,38.481,263.878
Philippines,1998,298757750784.0,74491928.0,301.31,463.533,1.197,68.007,540.645,3039.488,540.645,40.274,261.036
Philippines,1999,310266101760.0,76249064.0,305.169,516.607,0.9,102.821,698.283,2786.477,698.283,53.243,251.926
Philippines,2000,326462603264.0,77958224.0,307.553,689.82,1.308,99.027,718.981,2534.986,718.981,56.051,251.502
Philippines,2001,338531942400.0,79626088.0,300.727,658.72,16.859,88.288,631.79,2469.376,631.79,50.307,250.42
Philippines,2002,353568391168.0,81285576.0,302.168,604.781,207.489,85.624,605.474,2299.622,605.474,49.216,252.952
Philippines,2003,374041673728.0,82942840.0,311.742,603.354,309.917,93.92,604.739,2240.502,604.739,50.159,261.583
Philippines,2004,402137743360.0,84607504.0,319.122,622.961,280.586,100.582,628.707,2239.543,628.707,53.193,265.929
Philippines,2005,424650342400.0,86261248.0,320.316,716.854,364.501,96.219,594.645,2037.325,594.645,51.295,269.021
Philippines,2006,450316369920.0,87901832.0,305.166,666.693,334.996,111.943,648.823,1821.152,648.823,57.033,248.133
Philippines,2007,483816439808.0,89561376.0,316.621,700.049,394.195,94.684,587.966,1853.027,587.966,52.659,263.962
Philippines,2008,507831517184.0,91252328.0,327.375,810.065,407.279,106.737,632.848,1737.39,632.848,57.749,269.626
Philippines,2009,517597462528.0,92946952.0,331.225,759.134,402.645,104.253,612.888,1788.926,612.888,56.966,274.259
Philippines,2010,561436033024.0,94636704.0,340.842,864.047,372.472,81.575,535.754,1829.306,535.754,50.702,290.14
Philippines,2011,586460954624.0,96337912.0,347.647,932.69,395.052,99.649,582.517,1698.367,582.517,56.118,291.529
Philippines,2012,625662230528.0,98032320.0,359.618,959.159,372.169,103.537,602.282,1734.758,602.282,59.043,300.575
Philippines,2013,669825564672.0,99700112.0,385.417,1166.848,337.065,99.498,572.378,1789.47,572.378,57.066,328.351
Philippines,2014,711518781440.0,101325208.0,405.579,1221.477,348.803,89.316,560.141,1872.322,560.141,56.756,348.822
Philippines,2015,753489674240.0,103031360.0,444.484,1311.081,322.475,83.276,583.465,2097.044,583.465,60.115,384.369
Philippines,2016,805057069056.0,104875272.0,485.48,1451.154,363.276,76.567,602.224,2212.464,602.224,63.158,422.322
Philippines,2017,858818805760.0,106738496.0,532.613,1686.123,353.614,89.19,625.052,2325.1,625.052,66.717,465.896
Philippines,2018,912443441152.0,108568832.0,547.257,1751.321,376.61,85.568,616.541,2296.172,616.541,66.937,480.32
Philippines,2019,912443441152.0,110380800.0,563.427,1841.908,381.95,71.933,576.701,2303.832,576.701,63.657,499.77
Philippines,2020,912443441152.0,112190984.0,512.19,1818.881,342.526,69.435,548.154,1855.777,548.154,61.498,450.692
Philippines,2021,912443441152.0,113880336.0,545.707,1931.528,281.714,70.249,600.274,1978.422,600.274,68.359,477.348
Philippines,2022,912443441152.0,115559008.0,585.513,2016.58,266.563,75.892,633.947,2149.695,633.947,73.258,512.254
Poland,1991,291725475840.0,38167388.0,1184.164,23673.529,2539.576,37.205,117.343,4695.095,117.343,4.479,1179.685
Poland,1992,302141014016.0,38252284.0,1132.397,22836.307,2359.97,39.475,125.758,4281.337,125.758,4.811,1127.586
Poland,1993,316590915584.0,38319300.0,1131.848,22533.99,2474.712,38.884,119.906,4408.66,119.906,4.595,1127.253
Poland,1994,336238444544.0,38375464.0,1083.18,20955.748,2489.924,45.081,137.777,4642.397,137.777,5.287,1077.893
Poland,1995,363194515456.0,38401980.0,1108.723,21297.43,2724.052,49.216,150.947,4699.065,150.947,5.797,1102.926
Poland,1996,388887511040.0,38401408.0,1163.95,21800.09,2860.526,50.259,159.747,5489.72,159.747,6.135,1157.815
Poland,1997,417946664960.0,38396120.0,1152.541,21277.023,2852.495,51.047,165.226,5722.367,165.226,6.344,1146.197
Poland,1998,441376079872.0,38379992.0,1104.199,19179.928,2883.045,60.188,196.503,6510.707,196.503,7.542,1096.658
Poland,1999,466287230976.0,38354952.0,1082.722,18413.082,2808.796,56.055,182.512,6824.604,182.512,7.0,1075.722
Poland,2000,492195512320.0,38504432.0,1017.525,16988.023,3008.258,54.799,180.438,6249.446,180.438,6.948,1010.577
Poland,2001,503090249728.0,38662860.0,1010.456,16719.1,3121.335,60.265,214.387,6080.244,214.387,8.289,1002.168
Poland,2002,518231130112.0,38647476.0,999.579,16409.121,3043.316,58.995,211.997,6199.59,211.997,8.193,991.386
Poland,2003,541817896960.0,38621536.0,1034.207,16904.959,3390.899,43.24,180.877,6301.245,180.877,6.986,1027.221
Poland,2004,575083577344.0,38596040.0,1041.219,16419.033,3579.927,53.892,240.434,6737.949,240.434,9.28,1031.939
Poland,2005,600855150592.0,38575912.0,1064.345,16617.184,3688.5,57.03,313.289,6971.961,313.289,12.085,1052.26
Poland,2006,644043374592.0,38547180.0,1116.981,17318.617,3733.172,52.922,361.801,7563.398,361.801,13.946,1103.035
Poland,2007,695923507200.0,38521868.0,1113.815,16890.926,3736.629,61.004,451.734,7834.556,451.734,17.402,1096.414
Poland,2008,732389048320.0,38522884.0,1133.312,16670.156,4060.869,55.811,649.461,8038.7,649.461,25.019,1108.293
Poland,2009,758697754624.0,38555288.0,1093.617,15636.628,3915.099,61.73,869.617,7943.547,869.617,33.528,1060.088
Poland,2010,792188944384.0,38597356.0,1166.175,16594.998,4205.635,75.653,1043.49,8369.732,1043.49,40.276,1125.899
Poland,2011,839855964160.0,38620848.0,1172.93,16551.107,4260.012,60.33,1227.75,8331.525,1227.75,47.417,1125.514
Poland,2012,853353431040.0,38625872.0,1139.241,15424.823,4509.765,52.814,1542.109,8017.555,1542.109,59.565,1079.676
Poland,2013,865215250432.0,38607352.0,1141.949,16080.414,4509.612,63.2,1529.377,7459.13,1529.377,59.045,1082.904
Poland,2014,893604462592.0,38581880.0,1100.944,14904.628,4409.741,56.503,1728.085,7492.801,1728.085,66.673,1034.271
Poland,2015,927975669760.0,38553148.0,1112.315,14682.258,4435.125,47.467,1893.092,7840.985,1893.092,72.985,1039.33
Poland,2016,952936824832.0,38532108.0,1160.688,14939.993,4738.285,55.538,1822.566,8621.761,1822.566,70.227,1090.46
Poland,2017,999989641216.0,38532816.0,1205.901,15023.017,4977.662,66.437,1937.499,9357.243,1937.499,74.657,1131.243
Poland,2018,1053479337984.0,38521464.0,1219.635,15035.132,5172.715,51.14,1852.431,9600.895,1852.431,71.358,1148.276
Poland,2019,1053479337984.0,38493600.0,1184.748,13406.86,5426.559,50.918,2151.148,9793.229,2151.148,82.805,1101.943
Poland,2020,1053479337984.0,38428368.0,1134.18,12449.36,5481.519,55.168,2293.172,9290.083,2293.172,88.123,1046.057
Poland,2021,1053479337984.0,38307724.0,1225.888,13813.156,5840.547,61.084,2525.869,9821.502,2525.869,96.76,1129.128
