country,year,gdp,population,primary_energy_consumption,coal_cons_per_capita,gas_energy_per_capita,hydro_elec_per_capita,low_carbon_energy_per_capita,oil_energy_per_capita,renewables_energy_per_capita,renewables_consumption,fossil_fuel_consumption
Finland,2002,176750428160.0,5200588.0,368.768,14727.393,8164.461,2072.842,23611.424,24405.643,11603.915,60.347,245.975
Finland,2003,180407926784.0,5212991.0,394.928,18337.359,9015.938,1839.635,23275.566,25129.504,11140.657,58.076,273.592
Finland,2004,187631845376.0,5228143.0,393.254,16426.377,8660.818,2882.477,26772.613,23358.857,14757.876,77.156,253.283
Finland,2005,192989478912.0,5246070.0,357.548,10516.231,7897.34,2626.728,25594.506,24147.254,13405.917,70.328,223.277
Finland,2006,200964489216.0,5266249.0,383.512,16359.63,8408.262,2181.819,24728.773,23327.891,12852.494,67.684,253.284
Finland,2007,211541000192.0,5288694.0,382.192,15382.446,7744.823,2681.191,25711.361,23427.303,13694.152,72.424,246.213
Finland,2008,213224882176.0,5313358.0,368.496,11676.911,7882.125,3220.186,27253.422,22540.205,15602.273,82.9,223.688
Finland,2009,195736961024.0,5338813.0,341.288,11704.797,7001.557,2376.933,24085.309,21134.1,12276.179,65.54,212.701
Finland,2010,201743089664.0,5363279.0,371.291,14715.812,7700.513,2408.974,24965.566,21846.396,13642.959,73.171,237.393
Finland,2011,207082078208.0,5388173.0,349.923,11899.674,6703.571,2310.616,25072.881,21266.648,13681.175,73.717,214.826
Finland,2012,204128370688.0,5413865.0,340.459,9697.632,5900.59,3114.226,26959.447,20328.781,15787.715,85.473,194.504
Finland,2013,202579968000.0,5438873.0,341.801,10671.583,5461.916,2360.783,25658.035,21052.459,14307.013,77.814,202.25
Finland,2014,201300410368.0,5461436.0,329.823,9525.831,4862.58,2453.567,26219.238,19783.594,14995.175,81.895,186.628
Finland,2015,201843998720.0,5479457.0,328.893,8103.905,4175.343,3060.522,27926.086,19817.645,16963.518,92.951,175.874
Finland,2016,204639584256.0,5495217.0,334.083,9266.442,3653.48,2875.228,27075.676,20799.695,16228.862,89.181,185.297
Finland,2017,211331219456.0,5508146.0,327.216,8468.467,3326.74,2681.483,27505.312,20105.297,17084.213,94.102,175.713
Finland,2018,214535733248.0,5515465.0,333.841,8862.604,3809.792,2411.401,27884.975,19970.795,17393.105,95.931,180.042
Finland,2019,214535733248.0,5521539.0,326.982,7433.968,3683.554,2249.373,28301.9,19799.998,17366.83,95.892,170.712
Finland,2020,214535733248.0,5529468.0,313.171,5693.837,3746.894,2871.886,29458.74,17737.309,18843.354,104.194,150.28
Finland,2021,214535733248.0,5535982.0,319.79,6136.721,3752.872,2852.249,31316.379,16559.738,20613.047,114.113,146.423
Finland,2022,214535733248.0,5540745.0,326.716,6123.523,1953.809,2479.811,34097.453,16791.373,22700.471,125.778,137.791
France,1991,1655610540032.0,56645216.0,2825.163,4149.376,5855.15,1016.856,19723.15,20147.012,3125.417,177.04,1707.94
France,1992,1682859229184.0,56864048.0,2848.84,3644.598,5820.725,1212.717,20595.355,20038.455,3706.957,210.793,1677.704
France,1993,1673263972352.0,57053728.0,2849.369,2967.953,5933.262,1137.349,21791.883,19248.756,3480.389,198.569,1606.061
France,1994,1713239621632.0,57230064.0,2814.17,2910.037,5646.512,1376.724,22059.09,18557.295,4210.927,240.992,1551.727
France,1995,1749671477248.0,57420356.0,2880.974,2969.257,5990.528,1273.416,22566.967,18646.643,3925.518,225.405,1585.171
France,1996,1774691549184.0,57623180.0,2988.001,3152.561,6597.11,1146.067,23135.119,18969.363,3569.067,205.661,1654.882
France,1997,1817073025024.0,57839364.0,2947.409,2750.694,6301.405,1102.363,22868.982,19037.445,3467.162,200.538,1624.681
France,1998,1882612563968.0,58080344.0,3014.928,3257.902,6690.642,1069.036,22313.91,19647.16,3358.663,195.072,1718.929
France,1999,1950261968896.0,58352208.0,3068.208,2903.902,6790.0,1242.627,23056.178,19830.76,3885.126,226.706,1722.829
France,2000,2031949578240.0,58665456.0,3107.309,2808.489,7090.433,1104.227,23652.807,19414.863,3572.364,209.574,1719.707
France,2001,2077914824704.0,59014776.0,3145.42,2443.249,7399.57,1230.539,24061.445,19394.596,3946.976,232.93,1725.44
France,2002,2107291205632.0,59372784.0,3113.109,2502.997,7342.467,991.7,23842.164,18745.641,3238.08,192.254,1697.533
France,2003,2130783764480.0,59728260.0,3145.164,2644.968,7655.811,960.182,23690.545,18666.562,3139.558,187.52,1730.169
France,2004,2196565655552.0,60108436.0,3170.968,2501.952,7768.048,965.588,23770.416,18713.713,3149.588,189.317,1742.166
France,2005,2238357176320.0,60510080.0,3152.401,2581.132,7885.062,828.622,23298.799,18332.121,2795.184,169.137,1742.588
France,2006,2296438063104.0,60919152.0,3127.131,2369.002,7564.214,900.866,23242.287,18156.971,3064.412,186.681,1711.23
France,2007,2353924145152.0,61329380.0,3072.352,2436.173,7298.447,912.939,22780.539,17580.762,3325.725,203.965,1675.235
France,2008,2361538117632.0,61721004.0,3081.914,2274.898,7515.505,1007.113,23009.959,17132.621,3811.019,235.22,1661.716
France,2009,2294314958848.0,62093300.0,2909.973,2013.555,7203.849,893.655,21295.322,16351.803,3611.592,224.256,1587.677
France,2010,2341292736512.0,62444568.0,2997.734,2143.835,7937.352,980.069,22223.871,15701.271,3946.26,246.423,1609.974
France,2011,2391848255488.0,62775272.0,2882.312,1809.739,6852.863,728.631,21969.248,15282.92,3314.036,208.039,1503.187
France,2012,2395403190272.0,63071412.0,2881.175,2040.55,7046.663,948.607,21893.641,14700.299,4146.977,261.556,1500.312
France,2013,2415696805888.0,63335180.0,2908.428,2123.531,7127.658,1135.546,22221.051,14448.967,4725.84,299.312,1501.054
France,2014,2424453726208.0,63588496.0,2785.743,1579.654,5961.511,1002.854,22343.004,13924.745,4498.771,286.07,1364.985
France,2015,2453072773120.0,63809768.0,2803.133,1565.186,6386.446,870.713,22101.762,13876.133,4386.831,279.923,1392.825
France,2016,2479389933568.0,63989320.0,2754.993,1524.156,6958.964,950.784,20828.895,13741.933,4642.465,297.068,1422.166
France,2017,2536203354112.0,64144092.0,2734.68,1659.697,6978.927,779.495,20227.838,13766.923,4368.001,280.181,1437.183
France,2018,2581673803776.0,64277812.0,2785.428,1481.997,6664.568,1012.947,21493.629,13694.012,5183.355,333.175,1403.865
France,2019,2581673803776.0,64399760.0,2725.835,1157.389,6779.845,883.699,20836.562,13552.99,5164.342,332.582,1383.965
France,2020,2581673803776.0,64480052.0,2454.33,810.752,6293.859,970.688,19410.168,11548.623,5580.754,359.847,1202.761
France,2021,2581673803776.0,64531448.0,2611.23,981.071,6669.833,923.891,20251.73,12561.827,5490.584,354.315,1304.357
France,2022,2581673803776.0,64626624.0,2329.906,920.022,5937.455,714.566,16680.135,12514.184,5270.644,340.624,1251.925
Germany,1991,2140549414912.0,79801984.0,4090.643,16836.615,8385.666,186.587,5892.586,20145.045,651.492,51.99,3620.403
Germany,1992,2206446125056.0,80205024.0,4009.338,15142.419,8249.195,216.944,6378.123,20218.871,760.054,60.96,3497.78
Germany,1993,2210102247424.0,80573496.0,3991.526,14220.236,8689.126,221.909,6190.201,20439.385,784.471,63.208,3492.76
Germany,1994,2290161025024.0,80882120.0,3954.172,13741.624,8814.398,246.408,6154.887,20177.176,850.473,68.788,3456.352
Germany,1995,2356396687360.0,81123264.0,3974.795,12991.826,9582.621,268.48,6315.728,20106.803,925.646,75.091,3462.442
Germany,1996,2402605858816.0,81300864.0,4105.846,12907.635,10699.886,270.108,6490.163,20404.188,849.641,69.077,3578.19
Germany,1997,2474738188288.0,81436096.0,4053.187,12486.088,10204.732,213.173,6832.451,20248.111,897.635,73.1,3496.779
Germany,1998,2552402542592.0,81524384.0,4019.631,12174.422,10287.109,211.225,6596.208,20248.139,971.604,79.209,3481.879
Germany,1999,2632654520320.0,81556968.0,3963.56,11716.738,10252.843,240.936,6997.325,19631.764,1082.577,88.292,3392.88
Germany,2000,2741356986368.0,81551680.0,3988.179,12165.24,10168.348,266.457,7313.188,19256.928,1411.904,115.143,3391.776
Germany,2001,2819462529024.0,81514568.0,4062.799,12205.622,10727.922,278.846,7390.309,19517.533,1465.919,119.494,3460.381
Germany,2002,2851462971392.0,81443424.0,4011.723,12243.454,10720.666,283.878,7412.095,18881.572,1743.052,141.96,3408.056
Germany,2003,2863394193408.0,81346808.0,4010.471,12460.475,10863.606,225.209,7442.384,18534.434,1795.534,146.061,3405.057
Germany,2004,2929753849856.0,81266672.0,4009.893,12158.858,10929.579,255.332,7913.237,18340.73,2228.598,181.111,3366.811
Germany,2005,2983874265088.0,81212168.0,3962.631,11640.955,11116.689,241.836,8057.611,17978.311,2541.374,206.39,3308.255
Germany,2006,3129394593792.0,81177816.0,4062.384,12113.054,11333.994,246.742,8644.812,17951.174,3015.746,244.812,3360.617
Germany,2007,3268102848512.0,81183832.0,3893.425,12419.798,10917.961,260.766,8367.645,16252.727,3670.635,297.996,3214.107
Germany,2008,3340933005312.0,81217488.0,3934.661,11473.0,11019.871,251.67,8726.906,17226.207,3787.327,307.597,3225.884
Germany,2009,3189039955968.0,81260624.0,3692.18,10266.872,10390.04,234.185,8291.201,16488.162,3841.31,312.147,3018.432
Germany,2010,3356793241600.0,81325088.0,3847.15,11019.628,10829.53,257.608,8762.625,16694.041,4159.35,338.26,3134.529
Germany,2011,3519131418624.0,81423384.0,3710.586,11185.866,9930.896,217.014,8325.828,16128.915,4815.525,392.096,3032.669
Germany,2012,3536438165504.0,81545568.0,3761.915,11479.154,9946.593,266.722,8698.826,16008.096,5489.648,447.656,3052.564
Germany,2013,3553715290112.0,81680592.0,3868.519,11794.707,10403.247,281.585,8828.474,16335.122,5713.383,466.672,3147.405
Germany,2014,3610400784384.0,81858824.0,3710.461,11310.875,9027.131,239.314,9129.104,15860.452,6044.521,494.797,2963.163
Germany,2015,3672553029632.0,82073232.0,3780.858,11149.26,9376.213,231.257,9744.029,15797.383,6854.038,562.533,2981.134
Germany,2016,3735419092992.0,82331432.0,3842.884,10809.177,10310.126,249.601,9483.406,16073.068,6842.677,563.367,3062.101
Germany,2017,3827498221568.0,82624368.0,3892.673,10117.229,10618.958,243.875,10012.979,16363.729,7653.935,632.402,3065.357
Germany,2018,3885961314304.0,82896696.0,3795.127,9731.268,10356.35,213.398,10172.271,15521.518,7844.516,650.284,2951.88
Germany,2019,3885961314304.0,83148144.0,3697.411,7507.296,10737.825,237.287,10651.182,15571.444,8367.423,695.736,2811.785
Germany,2020,3885961314304.0,83328992.0,3447.96,6178.721,10453.444,224.652,10677.375,14068.139,8730.213,727.48,2558.225
Germany,2021,3885961314304.0,83408560.0,3549.456,7456.483,10997.854,235.707,10187.274,13913.443,8106.167,676.124,2699.75
Germany,2022,3885961314304.0,83369840.0,3416.287,7763.265,9270.737,209.308,9752.221,14191.266,8710.929,726.229,2603.246
Hong Kong,1991,166794706944.0,5923453.0,144.389,11635.001,9783.969942948717,1513.6776885768986,8298.862918900804,12740.885,5680.4288123324395,236.01186595174258,2116.086500986193
Hong Kong,1992,175823863808.0,6007690.0,169.929,12161.022,9783.969942948717,1513.6776885768986,8298.862918900804,16124.211,5680.4288123324395,236.01186595174258,2116.086500986193
Hong Kong,1993,185281249280.0,6089809.0,185.502,13893.415,9783.969942948717,1513.6776885768986,8298.862918900804,16567.688,5680.4288123324395,236.01186595174258,2116.086500986193
Hong Kong,1994,194935750656.0,6168709.0,168.093,9798.016,9783.969942948717,1513.6776885768986,8298.862918900804,17451.266,5680.4288123324395,236.01186595174258,2116.086500986193
Hong Kong,1995,198024249344.0,6243859.0,180.681,10434.454,48.679,1513.6776885768986,8298.862918900804,18454.201,5680.4288123324395,236.01186595174258,180.681
Hong Kong,1996,204853985280.0,6333446.0,180.591,7644.446,3042.369,1513.6776885768986,8298.862918900804,17827.049,5680.4288123324395,236.01186595174258,180.591
Hong Kong,1997,213630222336.0,6441245.0,182.693,6342.903,4670.928,1513.6776885768986,8298.862918900804,17349.18,5680.4288123324395,236.01186595174258,182.693
Hong Kong,1998,199509311488.0,6546051.0,186.234,7758.603,4311.86,1513.6776885768986,8298.862918900804,16379.324,5680.4288123324395,236.01186595174258,186.234
Hong Kong,1999,202921197568.0,6641959.0,188.622,6536.266,4686.062,1513.6776885768986,8298.862918900804,17176.184,5680.4288123324395,236.01186595174258,188.622
Hong Kong,2000,216781242368.0,6731195.0,197.475,7494.913,4180.082,1513.6776885768986,8298.862918900804,17662.34,5680.428812332439,236.0118659517426,197.475
Hong Kong,2001,216306581504.0,6801538.0,249.42,11716.223,4175.041,1513.6776885768986,8298.862918900804,20779.887,5680.428812332439,236.0118659517426,249.42
Hong Kong,2002,218185318400.0,6848847.0,243.433,9050.955,3938.989,1513.6776885768986,8298.862918900804,22553.631,5680.428812332439,236.0118659517426,243.433
Hong Kong,2003,223111692288.0,6886463.0,251.405,11415.916,2519.085,1513.6776885768986,8298.862918900804,22572.191,5680.428812332439,236.0118659517426,251.405
Hong Kong,2004,240644194304.0,6915997.0,281.527,10613.999,3623.625,1513.6776885768986,8298.862918900804,26469.006,5680.428812332439,236.0118659517426,281.527
Hong Kong,2005,256420806656.0,6936872.0,270.09,11512.713,3621.05,1513.6776885768986,8298.862918900804,23801.719,5680.428812332439,236.0118659517426,270.09
Hong Kong,2006,272324296704.0,6960600.0,285.752,11455.071,3958.975,1513.6776885768986,8298.862918900804,25638.521,5680.428812332439,236.0118659517426,285.751
Hong Kong,2007,287685148672.0,7001452.0,304.014,12425.716,3676.993,1513.6776885768986,8298.862918900804,27318.572,5680.428812332439,236.0118659517426,304.012
Hong Kong,2008,291529719808.0,7050673.0,282.853,11306.958,4223.833,1513.6776885768986,0.322,24586.09,0.322,0.002,282.851
Hong Kong,2009,282158628864.0,7094600.0,308.858,11733.964,4076.709,1513.6776885768986,0.433,27723.178,0.433,0.003,308.855
Hong Kong,2010,298918510592.0,7132437.0,321.176,10154.04,5039.389,1513.6776885768986,24.233,29812.625,24.233,0.173,321.003
Hong Kong,2011,310881386496.0,7175370.0,329.331,12005.923,3989.394,1513.6776885768986,63.205,29838.908,63.205,0.454,328.878
Hong Kong,2012,316167815168.0,7234062.0,316.489,11721.86,3643.767,1513.6776885768986,26.988,28357.279,26.988,0.195,316.294
Hong Kong,2013,325974589440.0,7296820.0,325.055,12385.723,3403.301,1513.6776885768986,38.31,28720.127,38.31,0.28,324.775
Hong Kong,2014,334980448256.0,7352180.0,317.236,12884.084,3246.71,1513.6776885768986,31.29,26986.438,31.29,0.23,317.006
Hong Kong,2015,342917120000.0,7399845.0,326.495,10527.397,4115.812,1513.6776885768986,37.451,29441.221,37.451,0.277,326.218
Hong Kong,2016,350065655808.0,7435925.0,335.114,10475.532,4204.675,1513.6776885768986,46.107,30340.605,46.107,0.343,334.771
Hong Kong,2017,363336761344.0,7461508.0,359.495,9779.226,4176.285,1513.6776885768986,54.993,34169.391,54.993,0.41,359.084
Hong Kong,2018,373682634752.0,7481563.0,363.676,10016.697,4033.048,1513.6776885768986,60.02,34499.875,60.02,0.449,363.227
Hong Kong,2019,373682634752.0,7496121.0,344.753,9574.174,4157.033,1513.6776885768986,72.003,32187.652,72.003,0.54,344.213
Hong Kong,2020,373682634752.0,7500955.0,258.173,5096.758,6591.505,1513.6776885768986,109.056,22621.43,109.056,0.818,257.355
Hong Kong,2021,373682634752.0,7494580.0,243.326,5666.094,6438.609,1513.6776885768986,101.563,20260.705,101.563,0.761,242.565
Hong Kong,2022,373682634752.0,7488863.0,218.318,5577.059,6028.294,1513.6776885768986,111.412,17435.541,111.412,0.834,217.483
India,1991,1762411544576.0,888941760.0,2427.663,1527.521,145.238,83.154,263.883,794.316,246.602,219.215,2193.086
India,1992,1842360483840.0,907574080.0,2552.772,1584.726,159.047,77.196,248.996,819.973,228.975,207.812,2326.79
India,1993,1931870470144.0,926351296.0,2616.248,1608.057,158.332,76.356,246.029,811.833,226.955,210.24,2388.339
India,1994,2039524753408.0,945261952.0,2757.121,1626.308,167.752,84.857,267.649,855.072,252.804,238.966,2504.123
India,1995,2171040956416.0,964279104.0,2963.118,1692.055,187.475,78.733,258.612,934.742,236.205,227.768,2713.743
India,1996,2323733020672.0,983281216.0,3081.631,1707.022,200.672,70.232,237.033,989.301,212.789,209.231,2848.561
India,1997,2403114156032.0,1002335232.0,3252.01,1751.273,214.027,70.047,241.701,1037.433,213.188,213.686,3009.745
India,1998,2541494206464.0,1021434560.0,3449.497,1775.6,230.488,81.878,280.881,1090.141,249.292,254.636,3162.595
India,1999,2681321029632.0,1040500032.0,3549.489,1726.741,231.844,79.048,277.753,1174.992,243.044,252.887,3260.487
India,2000,2773211152384.0,1059633664.0,3728.514,1803.61,239.353,72.657,266.586,1209.132,224.361,237.741,3446.03
India,2001,2906877853696.0,1078970880.0,3743.853,1785.918,235.667,66.749,257.282,1190.97,207.931,224.351,3466.253
India,2002,2989575634944.0,1098313088.0,3865.751,1832.619,241.775,62.405,251.097,1194.226,201.744,221.578,3589.969
India,2003,3212953780224.0,1117415168.0,4004.078,1886.482,254.399,62.018,246.711,1195.748,201.529,225.192,3728.399
India,2004,3454210932736.0,1136264576.0,4347.582,1974.477,269.912,88.571,337.196,1244.62,285.467,324.367,3964.438
India,2005,3709371154432.0,1154638720.0,4603.61,2127.17,297.285,84.373,317.066,1245.536,274.88,317.387,4237.514
India,2006,4024058511360.0,1172373760.0,4849.72,2174.959,306.022,96.062,359.846,1295.841,318.781,373.731,4427.847
India,2007,4355554279424.0,1189691776.0,5263.111,2345.374,326.221,103.06,388.198,1364.135,347.528,413.451,4801.275
India,2008,4601841975296.0,1206734848.0,5570.697,2503.252,331.371,95.439,369.045,1412.671,335.011,404.269,5125.357
India,2009,4945730863104.0,1223640192.0,5986.512,2670.937,401.328,86.905,354.425,1465.69,317.596,388.624,5552.823
India,2010,5314516615168.0,1240613632.0,6244.97,2699.104,475.262,87.65,382.261,1477.147,332.707,412.761,5770.731
India,2011,5675666636800.0,1257621248.0,6586.134,2766.226,479.364,104.722,464.524,1526.864,396.695,498.893,6001.939
India,2012,5949387964416.0,1274487168.0,6942.567,2972.033,437.031,90.844,440.444,1597.833,372.028,474.145,6381.226
India,2013,6320315957248.0,1291132032.0,7172.946,3105.592,379.661,102.22,481.563,1588.732,414.095,534.651,6551.184
India,2014,6754740994048.0,1307246464.0,7656.914,3366.674,371.021,106.33,507.182,1612.406,438.205,572.842,6993.901
India,2015,7259602550784.0,1322866560.0,7922.428,3394.5,361.388,100.751,510.962,1721.984,436.13,576.942,7246.493
India,2016,7767449403392.0,1338636288.0,8278.461,3427.138,379.423,95.904,511.588,1866.1,438.862,587.477,7593.63
India,2017,8275647004672.0,1354195712.0,8594.206,3498.133,395.806,100.296,553.209,1899.206,482.653,653.606,7845.052
India,2018,8835757506560.0,1369003264.0,9081.509,3638.853,423.639,102.082,607.659,1963.514,535.239,732.744,8249.621
India,2019,8835757506560.0,1383112064.0,9310.841,3607.1,428.381,117.178,689.488,2006.836,606.893,839.401,8357.201
India,2020,8835757506560.0,1396387072.0,8821.111,3376.336,432.259,117.238,703.663,1804.838,623.146,870.152,7838.526
India,2021,8835757506560.0,1407563904.0,9584.976,3807.947,441.091,113.906,735.726,1824.856,657.381,925.305,8549.395
India,2022,8835757506560.0,1417173120.0,10123.443,3938.424,410.563,123.21,824.593,1969.825,743.044,1053.022,8954.851
Indonesia,1991,786439995392.0,185361232.0,652.938,217.231,1066.495,39.972,134.295,2104.497,134.295,24.893,628.045
Indonesia,1992,841780428800.0,188558416.0,716.86,260.667,1143.39,51.154,167.604,2230.133,167.604,31.603,685.257
Indonesia,1993,912702636032.0,191737280.0,763.843,298.829,1192.732,46.371,153.283,2338.955,153.283,29.39,734.453
Indonesia,1994,986200276992.0,194928544.0,799.647,294.04,1389.388,40.953,144.45,2274.378,144.45,28.157,771.489
Indonesia,1995,1072204283904.0,198140160.0,870.284,318.348,1441.325,41.855,155.454,2477.137,155.454,30.802,839.482
Indonesia,1996,1161281404928.0,201373792.0,933.146,373.38,1476.385,43.821,162.595,2621.542,162.595,32.742,900.404
Indonesia,1997,1221454462976.0,204628016.0,1012.695,453.158,1515.502,28.665,122.599,2857.698,122.599,25.087,987.608
Indonesia,1998,1066065592320.0,207855488.0,995.569,478.755,1438.449,49.859,192.303,2680.209,192.303,39.971,955.598
Indonesia,1999,1079382573056.0,210996912.0,1086.986,649.128,1539.915,49.194,198.466,2764.157,198.466,41.876,1045.11
Indonesia,2000,1138300026880.0,214072416.0,1163.577,715.036,1541.775,46.807,202.94,2975.685,202.94,43.444,1120.133
Indonesia,2001,1185220919296.0,217112432.0,1246.32,895.074,1572.208,53.659,236.069,3037.084,236.069,51.253,1195.066
Indonesia,2002,1244249980928.0,220115088.0,1280.054,910.686,1685.638,45.113,214.228,3004.833,214.228,47.155,1232.899
Indonesia,2003,1309811277824.0,223080128.0,1388.661,1206.234,1773.272,40.793,200.511,3044.925,200.511,44.73,1343.931
Indonesia,2004,1381839929344.0,225938592.0,1375.442,1094.902,1602.302,42.799,208.537,3181.938,208.537,47.116,1328.325
Indonesia,2005,1467344879616.0,228805152.0,1415.489,1240.136,1590.592,46.896,218.155,3137.554,218.155,49.915,1365.573
Indonesia,2006,1555183173632.0,231797424.0,1439.761,1427.06,1601.026,41.502,200.704,2982.502,200.704,46.523,1393.239
Indonesia,2007,1661589520384.0,234858288.0,1545.187,1776.94,1475.019,48.072,222.307,3104.964,222.307,52.211,1492.976
Indonesia,2008,1793465253888.0,237936544.0,1563.029,1538.523,1668.289,48.458,235.649,3126.64,235.649,56.069,1506.96
Indonesia,2009,1886334484480.0,240981296.0,1605.616,1569.918,1747.057,47.224,244.658,3101.191,244.658,58.958,1546.658
Indonesia,2010,2015864815616.0,244016176.0,1737.839,1760.618,1805.109,71.553,313.543,3242.548,313.543,76.51,1661.329
Indonesia,2011,2150142705664.0,247099696.0,1835.917,2008.361,1729.436,50.263,258.464,3433.601,258.464,63.866,1772.05
Indonesia,2012,2279736344576.0,250222688.0,1895.301,2021.022,1717.319,51.154,270.859,3565.258,270.859,67.775,1827.526
Indonesia,2013,2406465929216.0,253275920.0,1829.965,1740.222,1757.194,66.805,321.962,3405.805,321.962,81.545,1748.419
Indonesia,2014,2526852677632.0,256229760.0,1853.965,1830.66,1718.841,59.166,333.297,3352.76,333.297,85.401,1768.565
Indonesia,2015,2650203488256.0,259091968.0,1882.794,2054.382,1765.996,53.031,284.785,3161.731,284.785,73.786,1809.009
Indonesia,2016,2783164760064.0,261850176.0,1888.482,2078.731,1704.439,71.339,411.072,3017.827,411.072,107.639,1780.842
Indonesia,2017,2924271370240.0,264498848.0,1954.256,2140.308,1633.857,70.435,410.109,3204.249,410.109,108.473,1845.782
Indonesia,2018,3075456106496.0,267066848.0,2143.717,2455.301,1667.32,81.028,630.183,3274.087,630.183,168.301,1975.415
Indonesia,2019,3075456106496.0,269582880.0,2284.574,2972.114,1632.107,78.492,708.939,3161.32,708.939,191.118,2093.457
Indonesia,2020,3075456106496.0,271857984.0,2112.62,2815.366,1380.046,89.495,816.694,2758.936,816.694,222.025,1890.595
Indonesia,2021,3075456106496.0,273753184.0,2154.942,2788.021,1354.53,90.227,876.863,2852.429,876.863,240.044,1914.898
Indonesia,2022,3075456106496.0,275501344.0,2714.916,4415.625,1343.551,99.092,1005.643,3089.636,1005.643,277.056,2437.859
Iran,1991,369999085568.0,57990892.0,880.229,203.342,4575.035,96.688,285.904,10114.458,285.904,16.58,863.649
Iran,1992,415816908800.0,59372016.0,973.424,174.923,5140.18,155.023,458.4,10621.827,458.4,27.216,946.208
Iran,1993,415192252416.0,59755432.0,900.748,213.646,2763.458,176.268,521.224,11575.584,521.224,31.146,869.602
Iran,1994,419387342848.0,59985752.0,1008.745,213.681,4351.914,114.961,339.937,11910.879,339.937,20.391,988.354
Iran,1995,438197157888.0,60794808.0,1057.944,197.467,5241.895,136.903,404.821,11557.699,404.821,24.611,1033.333
Iran,1996,485151768576.0,61598380.0,1150.883,203.874,6084.475,143.088,423.11,11972.202,423.11,26.063,1124.82
Iran,1997,515019898880.0,62480528.0,1186.134,206.016,6362.358,95.086,281.167,12134.517,281.167,17.567,1168.567
Iran,1998,544002506752.0,63461424.0,1235.507,236.193,7284.953,117.993,348.904,11598.576,348.904,22.142,1213.365
Iran,1999,567746232320.0,64474748.0,1331.568,221.248,8526.228,79.768,237.477,11667.602,237.477,15.311,1316.257
Iran,2000,600692162560.0,65544380.0,1396.568,231.288,9068.798,57.671,172.224,11834.9,172.224,11.288,1385.28
Iran,2001,642713059328.0,66674856.0,1492.142,222.903,9978.68,61.792,183.106,11994.686,183.106,12.209,1479.933
Iran,2002,708074733568.0,67327120.0,1626.368,209.151,11617.952,118.971,348.658,11980.442,348.658,23.474,1602.894
Iran,2003,787813564416.0,67954704.0,1656.194,224.52,11813.271,141.123,410.368,11923.876,410.368,27.886,1628.308
Iran,2004,859884224512.0,69061680.0,1831.958,231.26,13503.293,172.744,499.846,12292.003,499.846,34.52,1797.438
Iran,2005,919502782464.0,70182592.0,1940.3,257.938,13827.774,205.892,592.364,12968.379,592.364,41.574,1898.726
Iran,2006,1006243938304.0,71275768.0,2120.271,245.157,14841.509,259.696,743.905,13916.853,743.905,53.022,2067.248
Iran,2007,1109290516480.0,72319424.0,2253.991,251.874,16392.859,248.343,707.693,13814.737,707.693,51.18,2202.812
Iran,2008,1141269463040.0,73318400.0,2323.367,195.617,17156.227,101.475,292.587,14044.305,292.587,21.452,2301.915
Iran,2009,1215221465088.0,74322688.0,2379.29,124.525,18136.375,90.417,261.204,13490.863,261.204,19.413,2359.876
Iran,2010,1316410097664.0,75373864.0,2421.595,177.298,19156.428,135.989,384.202,12409.852,384.202,28.959,2392.636
Iran,2011,1352440086528.0,76342968.0,2529.514,179.888,20066.369,139.895,398.385,12488.916,394.672,30.13,2499.1
Iran,2012,1271703928832.0,77324448.0,2558.024,137.746,19727.982,161.656,503.713,12712.255,454.316,35.13,2519.074
Iran,2013,1249348157440.0,78458928.0,2647.917,112.959,19607.008,186.34,658.255,13370.865,516.409,40.517,2596.271
Iran,2014,1284499832832.0,79961672.0,2756.672,131.969,21685.508,181.337,632.359,12025.076,500.055,39.985,2706.107
Iran,2015,1282580676608.0,81790848.0,2745.521,155.214,22498.787,161.999,552.086,10361.489,441.651,36.123,2700.365
Iran,2016,1342488838144.0,83306232.0,2878.794,126.757,23565.949,185.1,701.238,10162.827,501.594,41.786,2820.377
Iran,2017,1434521042944.0,84505080.0,2986.091,141.786,24259.367,203.893,766.582,10168.495,556.322,47.012,2921.311
Iran,2018,1398995943424.0,85617560.0,3087.446,185.112,24836.422,114.93,539.126,10500.242,334.953,28.678,3041.288
Iran,2019,1398995943424.0,86564208.0,3257.938,218.715,25228.619,391.27,1256.473,10932.274,1069.15,92.55,3149.172
Iran,2020,1398995943424.0,87290192.0,3378.643,245.368,27124.162,265.78,933.191,10403.15,750.428,65.505,3297.185
Iran,2021,1398995943424.0,87923432.0,3360.935,222.615,26894.461,169.238,596.747,10511.876,495.748,43.588,3308.467
Iran,2022,1398995943424.0,88550568.0,3376.707,238.722,25851.219,187.464,463.985,11579.161,278.474,24.659,3335.62
Iraq,1991,28285614080.0,17846384.0,150.032,6192.301738391105,926.238,120.203,355.438,7125.16,355.438,6.343,2116.086500986193
Iraq,1992,39202230272.0,18385682.0,238.086,6192.301738391105,1172.923,283.866,839.388,10937.194,839.388,15.433,2116.086500986193
Iraq,1993,42079948800.0,19295822.0,316.35,6192.301738391105,1255.453,319.33,944.255,14195.014,944.255,18.22,2116.086500986193
Iraq,1994,42891943936.0,20248074.0,358.079,6192.301738391105,1487.302,308.561,912.411,15284.907,912.411,18.475,2116.086500986193
