country,year,gdp,population,primary_energy_consumption,coal_cons_per_capita,oil_energy_per_capita,gas_energy_per_capita,hydro_elec_per_capita,renewables_energy_per_capita,low_carbon_energy_per_capita,renewables_consumption,fossil_fuel_consumption,co2_percentage,co2_valid,oil_price_global,gas_price_global,coal_price_global,electricity_price_household,gas_price_household,coal_price_industrial
Argentina,1991,376057921536.0,33105766.0,521.347,326.046,7258.054,6068.988,479.35,1430.066,2094.837,47.343,451.996,86.7,True,20.01,25.5,42.5,70.0,35.0,
Argentina,1992,416679788544.0,33568280.0,559.309,362.49,7528.129,6472.077,570.929,1700.591,2299.145,57.086,482.131,86.2,True,19.31,24.0,44.0,70.0,35.0,
Argentina,1993,444780216320.0,34027240.0,577.843,237.163,7281.814,6742.032,698.508,2074.487,2720.755,70.589,485.263,83.98,True,17.04,22.5,41.5,70.0,35.0,
Argentina,1994,472926748672.0,34488696.0,608.761,204.853,7582.062,6837.929,791.177,2348.667,3026.191,81.002,504.392,82.86,True,15.84,23.0,42.0,70.0,35.0,
Argentina,1995,461601013760.0,34946116.0,628.236,212.16,7426.967,7510.928,758.416,2253.499,2827.236,78.751,529.436,84.27,True,17.04,24.5,43.5,70.0,35.0,
Argentina,1996,489406464000.0,35389360.0,657.128,219.468,7341.881,8510.56,634.984,1898.562,2496.624,67.189,568.775,86.55,True,20.64,26.0,45.0,70.0,35.0,
Argentina,1997,531526418432.0,35815968.0,664.755,171.089,7686.508,7749.378,779.671,2322.615,2953.324,83.187,558.979,84.09,True,19.12,27.5,42.5,70.0,35.0,
Argentina,1998,554567008256.0,36233196.0,688.425,227.344,7818.396,8188.892,730.697,2181.549,2765.213,79.044,588.233,85.45,True,12.78,25.0,38.0,70.0,35.0,
Argentina,1999,538270564352.0,36653032.0,696.066,269.704,7833.1,8585.947,583.766,1751.816,2301.931,64.209,611.693,87.88,True,17.85,26.5,36.0,70.0,35.0,
Argentina,2000,536481038336.0,37070772.0,698.777,202.657,7146.815,8712.18,768.53,2315.351,2788.158,85.832,595.418,85.21,True,28.52,42.5,38.5,70.0,35.0,
Argentina,2001,515221291008.0,37480492.0,682.524,164.268,6546.032,8066.87,977.842,2902.009,3432.95,108.769,553.856,81.15,True,24.45,38.0,42.0,70.0,35.0,
Argentina,2002,461203406848.0,37885024.0,654.474,121.058,6146.721,7770.24,936.782,2806.88,3237.236,106.339,531.831,81.26,True,24.96,32.5,45.5,70.0,35.0,
Argentina,2003,504301027328.0,38278164.0,701.506,146.137,6204.642,8785.439,874.389,2640.23,3190.303,101.063,579.387,82.59,True,28.88,38.5,52.0,70.0,35.0,
Argentina,2004,552377778176.0,38668796.0,744.817,246.189,6586.355,9519.077,779.44,2347.119,2909.835,90.76,632.297,84.89,True,38.23,45.0,78.5,70.0,35.0,
Argentina,2005,604065431552.0,39070504.0,790.507,280.561,6825.212,10055.924,861.519,2587.788,3071.147,101.106,670.516,84.82,True,54.42,55.5,92.5,70.0,35.0,
Argentina,2006,655699017728.0,39476856.0,830.543,251.383,7126.328,10297.3,951.697,2829.686,3363.714,111.707,697.754,84.01,True,65.14,72.5,88.0,70.0,35.0,
Argentina,2007,718084636672.0,39876116.0,865.645,360.124,7839.497,10711.224,753.835,2303.925,2797.524,91.872,754.091,87.11,True,72.47,65.0,95.5,70.0,35.0,
Argentina,2008,750663630848.0,40273768.0,877.178,434.925,7851.157,10723.785,747.633,2275.451,2770.514,91.641,765.599,87.28,True,97.01,95.0,128.5,70.0,35.0,
Argentina,2009,709525635072.0,40684344.0,852.511,236.478,7423.688,10282.963,824.15,2472.131,3011.145,100.577,730.004,85.63,True,61.49,58.0,82.0,70.0,35.0,
Argentina,2010,784986275840.0,41100124.0,883.969,327.787,7966.783,10240.216,803.404,2505.684,2972.917,102.984,761.782,86.18,True,79.51,65.5,98.5,70.0,35.0,
Argentina,2011,835970465792.0,41520736.0,909.091,352.081,8186.556,10558.529,747.337,2389.665,2797.702,99.221,792.928,87.22,True,111.26,85.5,125.5,70.0,35.0,
Argentina,2012,827404779520.0,41952364.0,943.706,325.826,8593.353,10884.775,684.348,2289.243,2690.76,96.039,830.823,88.04,True,111.65,95.0,112.5,70.0,35.0,
Argentina,2013,847305113600.0,42388268.0,981.398,352.44,9025.606,10858.592,766.957,2532.988,2915.951,107.369,857.796,87.41,True,108.64,88.0,99.0,70.0,35.0,
Argentina,2014,825981468672.0,42824064.0,979.858,371.093,8871.545,10777.813,754.949,2525.827,2860.555,108.166,857.357,87.5,True,99.02,82.5,92.0,70.0,35.0,
Argentina,2015,847854960640.0,43257064.0,996.94,365.585,8965.241,10784.959,738.377,2510.579,2931.087,108.6,870.15,87.28,True,52.35,68.5,78.5,70.0,35.0,
Argentina,2016,828372942848.0,43668236.0,992.424,279.119,8608.202,11040.063,673.258,2311.688,2799.07,100.947,870.194,87.68,True,43.55,55.0,85.0,70.0,35.0,
Argentina,2017,850482233344.0,44054616.0,991.397,284.313,8432.202,10963.67,714.114,2470.724,2823.634,108.847,867.003,87.45,True,54.25,63.5,96.5,70.0,35.0,
Argentina,2018,829373284352.0,44413592.0,984.346,308.67,7984.619,10965.594,719.599,2511.452,2904.279,111.543,855.356,86.9,True,71.06,73.5,107.5,70.0,35.0,
Argentina,2019,829373284352.0,44745516.0,927.358,181.559,7192.507,10405.27,610.787,2468.605,2945.832,110.459,795.546,85.79,True,64.27,62.5,92.0,70.0,35.0,
Argentina,2020,829373284352.0,45036032.0,869.829,222.385,6399.211,9754.688,538.68,2377.575,2937.781,107.077,737.523,84.79,True,41.76,38.5,78.5,70.0,35.0,
Argentina,2021,829373284352.0,45276788.0,965.672,310.367,7909.122,10145.17,445.924,2399.532,2963.528,108.643,831.493,86.11,True,70.68,92.0,138.5,70.0,35.0,
Argentina,2022,829373284352.0,45510324.0,1000.973,316.387,8410.91,10037.938,574.595,2818.588,3229.188,128.275,854.012,85.32,True,100.78,145.0,265.0,70.0,35.0,
Australia,1991,461003816960.0,17271092.0,1025.306,26244.078,20995.824,9311.572,906.341,2813.959,2813.959,48.6,976.706,95.26,True,20.01,25.5,42.5,250.0,90.0,120.0
Australia,1992,477843226624.0,17462500.0,1042.188,26110.715,21219.582,9527.248,912.899,2823.96,2823.96,49.313,992.875,95.27,True,19.31,24.0,44.0,250.0,90.0,120.0
Australia,1993,500840595456.0,17631514.0,1064.078,26026.629,21668.695,9783.246,929.415,2872.36,2872.36,50.644,1013.434,95.24,True,17.04,22.5,41.5,250.0,90.0,120.0
Australia,1994,527346171904.0,17805506.0,1105.466,26298.824,22217.238,10758.838,907.023,2810.73,2810.73,50.046,1055.42,95.47,True,15.84,23.0,42.0,250.0,90.0,120.0
Australia,1995,549172871168.0,18003002.0,1154.299,26893.662,23761.453,10743.524,868.244,2718.386,2718.386,48.939,1105.36,95.76,True,17.04,24.5,43.5,250.0,90.0,120.0
Australia,1996,574551425024.0,18211850.0,1188.137,27672.0,24106.029,10697.795,876.819,2763.942,2763.942,50.336,1137.8,95.76,True,20.64,26.0,45.0,250.0,90.0,120.0
Australia,1997,600621056000.0,18410254.0,1217.288,28758.881,24228.771,10391.222,866.501,2741.234,2741.234,50.467,1166.821,95.85,True,19.12,27.5,42.5,250.0,90.0,120.0
Australia,1998,634305052672.0,18601666.0,1246.331,29732.998,23974.746,10587.934,849.279,2705.337,2705.337,50.324,1196.007,95.96,True,12.78,25.0,38.0,250.0,90.0,120.0
Australia,1999,664206835712.0,18800892.0,1297.347,31245.488,24262.357,10730.37,865.996,2766.347,2766.347,52.01,1245.338,95.99,True,17.85,26.5,36.0,250.0,90.0,120.0
Australia,2000,691886620672.0,19017968.0,1305.259,31110.68,23976.355,10808.241,851.826,2737.685,2737.685,52.065,1253.194,96.01,True,28.52,42.5,38.5,250.0,90.0,120.0
Australia,2001,713625763840.0,19248146.0,1315.385,30428.455,23746.979,11517.638,852.03,2645.212,2645.212,50.915,1264.47,96.13,True,24.45,38.0,42.0,250.0,90.0,120.0
Australia,2002,746683498496.0,19475842.0,1341.745,30749.482,23720.402,11714.418,807.154,2708.486,2708.486,52.75,1288.995,96.07,True,24.96,32.5,45.5,250.0,90.0,120.0
Australia,2003,773868617728.0,19699004.0,1360.862,31271.697,23364.629,11672.818,818.823,2773.653,2773.653,54.638,1306.224,95.99,True,28.88,38.5,52.0,250.0,90.0,120.0
Australia,2004,809419735040.0,19925060.0,1404.444,32216.773,23653.416,11770.906,797.488,2845.223,2845.223,56.691,1347.753,95.96,True,38.23,45.0,78.5,250.0,90.0,120.0
Australia,2005,840554577920.0,20171732.0,1410.35,31639.439,23731.322,11530.483,751.547,3015.914,3015.914,60.836,1349.514,95.69,True,54.42,55.5,92.5,250.0,90.0,120.0
Australia,2006,868838998016.0,20467032.0,1470.838,32027.059,24118.875,12675.536,770.507,3042.29,3042.29,62.267,1408.571,95.77,True,65.14,72.5,88.0,250.0,90.0,120.0
Australia,2007,913875861504.0,20830832.0,1506.167,31194.266,24303.893,13931.184,681.682,2875.358,2875.358,59.896,1446.271,96.02,True,72.47,65.0,95.5,250.0,90.0,120.0
Australia,2008,942108901376.0,21247876.0,1531.745,31875.723,24130.219,13429.558,554.879,2653.844,2653.844,56.389,1475.357,96.32,True,97.01,95.0,128.5,250.0,90.0,120.0
Australia,2009,964937515008.0,21660898.0,1509.545,30232.416,23274.232,13451.167,539.22,2732.027,2732.027,59.178,1450.366,96.08,True,61.49,58.0,82.0,250.0,90.0,120.0
Australia,2010,994067742720.0,22019166.0,1508.839,27584.801,23584.307,14399.467,613.102,2955.301,2955.301,65.073,1443.765,95.69,True,79.51,65.5,98.5,250.0,90.0,120.0
Australia,2011,1026035417088.0,22357032.0,1558.602,26482.146,24469.271,14797.118,746.521,3965.651,3965.651,88.66,1469.942,94.31,True,111.26,85.5,125.5,250.0,90.0,120.0
Australia,2012,1064162361344.0,22729272.0,1536.113,24394.461,24700.266,14644.045,615.066,3844.253,3844.253,87.377,1448.736,94.31,True,111.65,95.0,112.5,250.0,90.0,120.0
Australia,2013,1087110184960.0,23111788.0,1555.586,22769.414,25010.486,15143.996,784.016,4383.148,4383.148,101.302,1454.284,93.49,True,108.64,88.0,99.0,250.0,90.0,120.0
Australia,2014,1117472423936.0,23469578.0,1566.458,22236.803,24518.047,16006.997,781.437,3982.348,3982.348,93.464,1472.994,94.03,True,99.02,82.5,92.0,250.0,90.0,120.0
Australia,2015,1145386827776.0,23820240.0,1601.552,22687.059,23953.521,16370.515,559.188,4223.832,4223.832,100.613,1500.939,93.72,True,52.35,68.5,78.5,250.0,90.0,120.0
Australia,2016,1176481300480.0,24195706.0,1606.766,22320.582,23629.111,15685.702,620.771,4771.693,4771.693,115.454,1491.312,92.81,True,43.55,55.0,85.0,250.0,90.0,120.0
Australia,2017,1205343092736.0,24590336.0,1601.97,21208.572,24382.738,15162.218,652.289,4392.792,4392.792,108.02,1493.95,93.26,True,54.25,63.5,96.5,250.0,90.0,120.0
Australia,2018,1238559621120.0,24979228.0,1625.465,20372.217,24424.742,14888.683,632.526,5387.027,5387.027,134.564,1490.901,91.72,True,71.06,73.5,107.5,250.0,90.0,120.0
Australia,2019,1238559621120.0,25357168.0,1680.256,19181.621,23827.363,17374.59,615.211,5879.961,5879.961,149.099,1531.156,91.13,True,64.27,62.5,92.0,250.0,90.0,120.0
Australia,2020,1238559621120.0,25670052.0,1587.082,18233.086,20341.045,16553.49,574.989,6698.589,6698.589,171.953,1415.129,89.17,True,41.76,38.5,78.5,250.0,90.0,120.0
Australia,2021,1238559621120.0,25921094.0,1592.59,17454.545,20666.436,15396.16,569.42,7922.771,7922.771,205.367,1387.223,87.1,True,70.68,92.0,138.5,250.0,90.0,120.0
Australia,2022,1238559621120.0,26177410.0,1661.188,16455.543,21928.844,15901.653,595.552,9172.805,9172.805,240.12,1421.068,85.55,True,100.78,145.0,265.0,250.0,90.0,120.0
Austria,1991,215992565760.0,7755640.0,351.513,6443.268,17910.152,8466.637,4053.824,12503.52,12503.52,96.973,254.541,72.41,True,20.01,25.5,42.5,210.0,90.0,140.0
Austria,1992,221400842240.0,7840816.0,345.971,4958.89,17246.533,8223.918,4444.69,13695.005,13695.005,107.38,238.591,68.96,True,19.31,24.0,44.0,210.0,90.0,140.0
Austria,1993,223463030784.0,7905280.0,352.125,4422.241,17249.662,8578.122,4643.731,14292.99,14292.99,112.99,239.135,67.91,True,17.04,22.5,41.5,210.0,90.0,140.0
Austria,1994,229749260288.0,7935366.0,349.969,4467.903,17042.188,8789.952,4500.107,13802.451,13802.451,109.528,240.442,68.7,True,15.84,23.0,42.0,210.0,90.0,140.0
Austria,1995,236824444928.0,7947293.0,367.031,5075.771,16969.529,9582.779,4664.481,14555.038,14555.038,115.673,251.358,68.48,True,17.04,24.5,43.5,210.0,90.0,140.0
Austria,1996,243480772608.0,7958043.0,367.504,5090.436,17533.986,10186.031,4300.052,13369.738,13369.738,106.397,261.107,71.05,True,20.64,26.0,45.0,210.0,90.0,140.0
Austria,1997,249847267328.0,7967086.0,375.268,5393.186,17789.555,9806.06,4532.397,14113.503,14113.503,112.443,262.825,70.04,True,19.12,27.5,42.5,210.0,90.0,140.0
Austria,1998,259776266240.0,7975856.0,381.282,4742.96,18452.779,10056.26,4659.061,14552.544,14552.544,116.069,265.213,69.56,True,12.78,25.0,38.0,210.0,90.0,140.0
Austria,1999,270186299392.0,7991382.0,390.049,4715.702,18100.91,10251.997,5092.987,15740.053,15740.053,125.785,264.264,67.75,True,17.85,26.5,36.0,210.0,90.0,140.0
Austria,2000,280410161152.0,8010425.0,391.416,5301.851,17695.607,9762.921,5223.194,16102.902,16102.902,128.991,262.425,67.05,True,28.52,42.5,38.5,210.0,90.0,140.0
Austria,2001,285335945216.0,8039633.0,405.367,5457.835,19115.992,10309.173,5032.568,15538.107,15538.107,124.921,280.447,69.18,True,24.45,38.0,42.0,210.0,90.0,140.0
Austria,2002,291225468928.0,8078994.0,406.007,5517.978,19410.805,10086.078,4979.58,15239.778,15239.778,123.122,282.885,69.67,True,24.96,32.5,45.5,210.0,90.0,140.0
Austria,2003,294604374016.0,8120105.0,410.254,5855.551,20927.859,11037.999,4089.849,12701.796,12701.796,103.14,307.114,74.86,True,28.88,38.5,52.0,210.0,90.0,140.0
Austria,2004,303786426368.0,8171215.0,417.87,5700.046,20233.016,11074.526,4498.719,14131.729,14131.729,115.473,302.397,72.37,True,38.23,45.0,78.5,210.0,90.0,140.0
Austria,2005,311537598464.0,8227034.0,425.459,5680.119,20010.402,11580.974,4509.523,14443.221,14443.221,118.825,306.634,72.07,True,54.42,55.5,92.5,210.0,90.0,140.0
Austria,2006,323263922176.0,8267771.0,421.009,5645.395,19897.699,10829.038,4313.134,14549.552,14549.552,120.292,300.716,71.43,True,65.14,72.5,88.0,210.0,90.0,140.0
Austria,2007,336315973632.0,8294720.0,411.992,5430.554,18645.348,10212.395,4466.697,15380.897,15380.897,127.58,284.412,69.03,True,72.47,65.0,95.5,210.0,90.0,140.0
Austria,2008,342890905600.0,8321134.0,420.009,5350.832,18412.182,10898.219,4606.344,15813.775,15813.775,131.589,288.421,68.67,True,97.01,95.0,128.5,210.0,90.0,140.0
Austria,2009,331192238080.0,8342939.0,406.845,4010.67,17433.861,10586.094,4902.35,16734.557,16734.557,139.615,267.23,65.68,True,61.49,58.0,82.0,210.0,90.0,140.0
Austria,2010,338927091712.0,8362829.0,420.157,4704.587,18165.84,11494.689,4586.965,15875.842,15875.842,132.767,287.39,68.4,True,79.51,65.5,98.5,210.0,90.0,140.0
Austria,2011,349843128320.0,8391201.0,396.069,4815.887,17208.295,10775.343,4080.465,14400.961,14400.961,120.841,275.227,69.49,True,111.26,85.5,125.5,210.0,90.0,140.0
Austria,2012,352450904064.0,8429641.0,414.524,4462.942,16829.881,10230.733,5201.882,17651.035,17651.035,148.792,265.732,64.11,True,111.65,95.0,112.5,210.0,90.0,140.0
Austria,2013,352913752064.0,8479542.0,411.203,4496.881,17219.637,9670.877,4955.456,17106.18,17106.18,145.053,266.151,64.72,True,108.64,88.0,99.0,210.0,90.0,140.0
Austria,2014,355364634624.0,8546066.0,394.798,4097.954,16381.871,8788.811,4798.699,16927.83,16927.83,144.666,250.132,63.36,True,99.02,82.5,92.0,210.0,90.0,140.0
Austria,2015,358988120064.0,8642422.0,394.844,4396.805,16078.458,9219.747,4299.721,15991.777,15991.777,138.208,256.637,65.0,True,52.35,68.5,78.5,210.0,90.0,140.0
Austria,2016,364218286080.0,8736491.0,407.984,4057.434,16421.795,9548.673,4575.063,16670.883,16670.883,145.645,262.339,64.3,True,43.55,55.0,85.0,210.0,90.0,140.0
Austria,2017,373237972992.0,8797497.0,417.204,4156.245,16578.256,10309.585,4352.375,16378.961,16378.961,144.094,273.11,65.46,True,54.25,63.5,96.5,210.0,90.0,140.0
Austria,2018,382269456384.0,8840518.0,408.313,3651.931,16761.139,9826.255,4257.669,15947.219,15947.219,140.982,267.331,65.47,True,71.06,73.5,107.5,210.0,90.0,140.0
Austria,2019,382269456384.0,8879939.0,429.028,3822.625,17295.617,10023.088,4598.005,17172.928,17172.928,152.495,276.533,64.46,True,64.27,62.5,92.0,210.0,90.0,140.0
Austria,2020,382269456384.0,8907780.0,401.102,3259.157,15001.742,9572.81,4714.979,17194.561,17194.561,153.165,247.937,61.81,True,41.76,38.5,78.5,210.0,90.0,140.0
Austria,2021,382269456384.0,8922086.0,403.645,3355.101,15458.235,10102.873,4343.155,16324.84,16324.84,145.652,257.993,63.92,True,70.68,92.0,138.5,210.0,90.0,140.0
Austria,2022,382269456384.0,8939617.0,381.591,3164.75,15042.984,8851.414,4034.848,15626.231,15626.231,139.693,241.898,63.39,True,100.78,145.0,265.0,210.0,90.0,140.0
Bangladesh,1991,117331550208.0,109242832.0,71.255,9.578,188.78,431.218,7.671,22.683,22.683,2.478,68.777,96.52,True,20.01,25.5,42.5,85.0,60.0,
Bangladesh,1992,123425128448.0,111272104.0,77.711,8.828,206.739,461.663,7.154,21.153,21.153,2.354,75.357,96.97,True,19.31,24.0,44.0,85.0,60.0,
Bangladesh,1993,129907343360.0,113418760.0,85.436,3.229,227.204,506.993,5.361,15.851,15.851,1.798,83.638,97.9,True,17.04,22.5,41.5,85.0,60.0,
Bangladesh,1994,137432670208.0,115614904.0,90.69,2.966,232.296,527.49,7.326,21.663,21.663,2.505,88.186,97.24,True,15.84,23.0,42.0,85.0,60.0,
Bangladesh,1995,145833066496.0,117793336.0,107.109,31.681,295.887,572.387,3.158,9.338,9.338,1.1,106.009,98.97,True,17.04,24.5,43.5,85.0,60.0,
Bangladesh,1996,155028881408.0,119876872.0,112.202,17.068,297.025,603.658,6.165,18.229,18.229,2.185,110.017,98.05,True,20.64,26.0,45.0,85.0,60.0,
Bangladesh,1997,165329633280.0,122039232.0,117.891,30.769,334.949,582.868,5.892,17.421,17.421,2.126,115.765,98.2,True,19.12,27.5,42.5,85.0,60.0,
Bangladesh,1998,175900622848.0,124350472.0,125.559,8.695,362.329,618.128,6.956,20.569,20.569,2.558,123.001,97.96,True,12.78,25.0,38.0,85.0,60.0,
Bangladesh,1999,187796340736.0,126754824.0,126.985,4.219,317.02,661.147,6.572,19.433,19.433,2.463,124.522,98.06,True,17.85,26.5,36.0,85.0,60.0,
Bangladesh,2000,200830320640.0,129193336.0,136.121,29.695,305.648,701.134,7.276,17.143,17.143,2.215,133.906,98.37,True,28.52,42.5,38.5,85.0,60.0,
Bangladesh,2001,213178122240.0,131670488.0,155.585,30.902,358.218,770.348,7.443,22.155,22.155,2.917,152.668,98.13,True,24.45,38.0,42.0,85.0,60.0,
Bangladesh,2002,226307964928.0,134139824.0,156.023,31.677,319.638,795.523,7.828,16.3,16.3,2.186,153.837,98.6,True,24.96,32.5,45.5,85.0,60.0,
Bangladesh,2003,242360090624.0,136503216.0,164.916,29.766,321.558,840.891,8.205,15.932,15.932,2.175,162.741,98.68,True,28.88,38.5,52.0,85.0,60.0,
Bangladesh,2004,260420370432.0,138789728.0,175.079,29.317,327.427,889.131,8.718,15.591,15.591,2.164,172.915,98.76,True,38.23,45.0,78.5,85.0,60.0,
Bangladesh,2005,280327127040.0,140912592.0,189.647,59.242,330.072,941.247,9.084,15.289,15.289,2.154,187.493,98.86,True,54.42,55.5,92.5,85.0,60.0,
Bangladesh,2006,303335342080.0,142628832.0,205.209,88.929,327.708,1007.045,9.675,15.082,15.082,2.151,203.058,98.95,True,65.14,72.5,88.0,85.0,60.0,
Bangladesh,2007,327171244032.0,144135936.0,210.167,71.817,307.379,1064.021,5.134,14.902,14.902,2.148,208.02,98.98,True,72.47,65.0,95.5,85.0,60.0,
Bangladesh,2008,349580427264.0,145421328.0,222.289,74.928,308.818,1126.136,6.464,18.707,18.707,2.72,219.569,98.78,True,97.01,95.0,128.5,85.0,60.0,
Bangladesh,2009,372835123200.0,146706816.0,243.676,92.803,281.813,1277.837,2.999,8.519,8.519,1.25,242.426,99.49,True,61.49,58.0,82.0,85.0,60.0,
Bangladesh,2010,400257024000.0,148391136.0,250.177,58.466,315.394,1297.499,5.122,14.572,14.572,2.162,248.015,99.14,True,79.51,65.5,98.5,85.0,60.0,
Bangladesh,2011,431620194304.0,150211008.0,271.34,85.983,399.57,1303.643,6.125,17.199,17.199,2.584,268.757,99.05,True,111.26,85.5,125.5,85.0,60.0,
Bangladesh,2012,458682957824.0,152090656.0,294.774,70.071,449.448,1402.866,5.392,15.763,15.763,2.397,292.377,99.19,True,111.65,95.0,112.5,85.0,60.0,
Bangladesh,2013,486328205312.0,154030144.0,306.7,95.828,454.814,1425.227,6.103,15.301,15.301,2.357,304.343,99.23,True,108.64,88.0,99.0,85.0,60.0,
Bangladesh,2014,517114527744.0,155961312.0,318.27,59.957,491.725,1476.153,3.975,12.863,12.863,2.006,316.264,99.37,True,99.02,82.5,92.0,85.0,60.0,
Bangladesh,2015,552394686464.0,157830000.0,385.227,194.089,589.716,1638.096,3.738,18.868,18.868,2.978,382.249,99.23,True,52.35,68.5,78.5,85.0,60.0,
Bangladesh,2016,591216050176.0,159784576.0,385.996,144.168,597.481,1655.413,6.321,18.667,18.667,2.983,383.013,99.23,True,43.55,55.0,85.0,85.0,60.0,
Bangladesh,2017,636054798336.0,161793968.0,403.533,155.241,674.001,1643.613,6.366,21.259,21.259,3.44,400.093,99.15,True,54.25,63.5,96.5,85.0,60.0,
Bangladesh,2018,686521778176.0,163683952.0,430.493,174.537,761.173,1675.729,6.598,18.589,18.589,3.043,427.451,99.29,True,71.06,73.5,107.5,85.0,60.0,
Bangladesh,2019,686521778176.0,165516224.0,482.698,290.394,738.481,1868.964,4.652,18.479,18.479,3.059,479.639,99.37,True,64.27,62.5,92.0,85.0,60.0,
Bangladesh,2020,686521778176.0,167420944.0,457.072,312.666,613.331,1786.832,5.256,17.249,17.249,2.888,454.184,99.37,True,41.76,38.5,78.5,85.0,60.0,
Bangladesh,2021,686521778176.0,169356240.0,479.475,249.834,754.961,1806.599,5.196,19.767,19.767,3.348,476.127,99.3,True,70.68,92.0,138.5,85.0,60.0,
Bangladesh,2022,686521778176.0,171186368.0,498.503,291.742,892.711,1705.627,5.666,21.968,21.968,3.761,494.742,99.25,True,100.78,145.0,265.0,85.0,60.0,
Belgium,1991,278661955584.0,9987072.0,642.88,11841.412,29965.412,10221.014,23.03,165.742,12343.357,1.655,519.606,80.82,True,20.01,25.5,42.5,230.0,95.0,135.0
Belgium,1992,283324055552.0,10016455.0,641.509,10566.638,30477.199,10502.842,33.944,188.416,12498.864,1.887,516.315,80.48,True,19.31,24.0,44.0,230.0,95.0,135.0
Belgium,1993,280980160512.0,10043738.0,631.183,9982.202,29899.82,10961.356,24.891,155.004,12000.045,1.557,510.658,80.9,True,17.04,22.5,41.5,230.0,95.0,135.0
Belgium,1994,290439823360.0,10069182.0,663.908,10702.524,32422.033,11180.252,34.76,181.924,11629.845,1.832,546.805,82.36,True,15.84,23.0,42.0,230.0,95.0,135.0
Belgium,1995,297776709632.0,10095204.0,672.12,10195.871,32219.842,12335.114,33.679,203.143,11827.304,2.051,552.721,82.24,True,17.04,24.5,43.5,230.0,95.0,135.0
Belgium,1996,302932623360.0,10123230.0,713.881,9730.854,34796.578,13673.575,23.708,171.164,12318.131,1.733,589.182,82.53,True,20.64,26.0,45.0,230.0,95.0,135.0
Belgium,1997,314603208704.0,10154876.0,721.262,9055.97,35542.586,13003.089,30.527,177.589,13424.516,1.803,584.938,81.1,True,19.12,27.5,42.5,230.0,95.0,135.0
Belgium,1998,321260519424.0,10188541.0,735.386,8978.401,35917.113,14196.733,38.278,228.57,13085.55,2.329,602.064,81.87,True,12.78,25.0,38.0,230.0,95.0,135.0
Belgium,1999,333156122624.0,10224223.0,730.141,7839.392,34605.316,15107.285,33.254,257.243,13860.864,2.63,588.424,80.59,True,17.85,26.5,36.0,230.0,95.0,135.0
Belgium,2000,345736773632.0,10264351.0,743.348,8639.967,35027.559,15126.406,44.815,313.775,13626.474,3.221,603.482,81.18,True,28.52,42.5,38.5,230.0,95.0,135.0
Belgium,2001,349022420992.0,10309249.0,736.859,8194.043,35408.625,14877.514,42.68,321.072,12995.319,3.31,602.887,81.82,True,24.45,38.0,42.0,230.0,95.0,135.0
Belgium,2002,355720200192.0,10355569.0,733.474,6992.992,35397.703,15288.898,34.764,339.791,13149.394,3.519,597.305,81.44,True,24.96,32.5,45.5,230.0,95.0,135.0
Belgium,2003,358964166656.0,10402550.0,761.691,6733.838,37242.375,16213.884,24.033,356.38,13031.47,3.707,626.13,82.2,True,28.88,38.5,52.0,230.0,95.0,135.0
Belgium,2004,372527267840.0,10456164.0,764.62,6231.187,37501.477,16438.15,30.604,443.363,12955.424,4.636,629.156,82.28,True,38.23,45.0,78.5,230.0,95.0,135.0
Belgium,2005,380849782784.0,10516979.0,756.118,5692.295,37081.605,16063.048,27.574,623.1,13058.016,6.553,618.787,81.84,True,54.42,55.5,92.5,230.0,95.0,135.0
Belgium,2006,390897631232.0,10582970.0,758.241,5582.246,36732.859,16431.02,34.017,866.606,12901.159,9.171,621.708,81.99,True,65.14,72.5,88.0,230.0,95.0,135.0
Belgium,2007,404735590400.0,10653698.0,763.469,5067.417,36853.789,16444.078,36.607,1014.202,13297.061,10.805,621.806,81.44,True,72.47,65.0,95.5,230.0,95.0,135.0
Belgium,2008,408314871808.0,10726720.0,775.734,4970.397,38393.973,16222.526,38.222,1275.973,12731.016,13.687,639.172,82.4,True,97.01,95.0,128.5,230.0,95.0,135.0
Belgium,2009,399533047808.0,10801357.0,715.849,3179.705,33414.504,16270.237,30.552,1693.522,13409.555,18.292,571.008,79.77,True,61.49,58.0,82.0,230.0,95.0,135.0
Belgium,2010,412203548672.0,10877948.0,764.721,4008.155,34471.863,17837.924,28.498,2243.253,13982.202,24.402,612.624,80.11,True,79.51,65.5,98.5,230.0,95.0,135.0
Belgium,2011,420970561536.0,10955742.0,713.592,3746.799,31993.947,15082.503,18.255,2656.233,14310.829,29.101,556.806,78.03,True,111.26,85.5,125.5,230.0,95.0,135.0
Belgium,2012,421100945408.0,11031140.0,684.924,3504.864,30602.545,15175.222,32.635,3196.211,12807.386,35.258,543.644,79.37,True,111.65,95.0,112.5,230.0,95.0,135.0
Belgium,2013,421204131840.0,11103260.0,701.93,3684.287,31147.732,14890.222,34.224,3451.625,13496.139,38.324,552.079,78.65,True,108.64,88.0,99.0,230.0,95.0,135.0
Belgium,2014,428582862848.0,11176727.0,650.872,3549.587,30322.943,12940.282,25.947,3582.633,11421.747,40.042,523.214,80.39,True,99.02,82.5,92.0,230.0,95.0,135.0
Belgium,2015,434918719488.0,11248306.0,657.443,3444.137,30942.908,14090.921,28.449,3973.33,9970.187,44.693,545.295,82.94,True,52.35,68.5,78.5,230.0,95.0,135.0
