country,year,gdp,population,primary_energy_consumption,coal_cons_per_capita,oil_energy_per_capita,gas_energy_per_capita,hydro_elec_per_capita,renewables_energy_per_capita,low_carbon_energy_per_capita,renewables_consumption,fossil_fuel_consumption,co2_percentage,co2_valid,oil_price_global,gas_price_global,coal_price_global,electricity_price_household,gas_price_household,coal_price_industrial
Italy,2014,1996478611456.0,60322792.0,1762.32,2543.772,11128.115,9776.005,970.612,5766.937,5766.937,347.878,1414.442,80.26,True,99.02,82.5,92.0,250.0,100.0,
Italy,2015,2012113928192.0,60232908.0,1814.766,2380.683,11794.949,10677.787,756.065,5275.722,5275.722,317.772,1496.994,82.49,True,52.35,68.5,78.5,250.0,100.0,
Italy,2016,2026955079680.0,60118628.0,1821.932,2124.671,11723.319,11235.426,705.771,5222.191,5222.191,313.951,1507.98,82.77,True,43.55,55.0,85.0,250.0,100.0,
Italy,2017,2060761825280.0,60004024.0,1843.121,1864.94,11894.117,11928.998,603.293,5028.561,5028.561,301.734,1541.387,83.63,True,54.25,63.5,96.5,250.0,100.0,
Italy,2018,2077209133056.0,59877432.0,1853.64,1712.952,12197.052,11559.295,814.831,5487.944,5487.944,328.604,1525.036,82.27,True,71.06,73.5,107.5,250.0,100.0,
Italy,2019,2077209133056.0,59727936.0,1819.556,1298.126,11871.363,11852.178,775.517,5442.396,5442.396,325.063,1494.493,82.14,True,64.27,62.5,92.0,250.0,100.0,
Italy,2020,2077209133056.0,59500576.0,1651.962,995.836,9840.101,11365.463,799.152,5562.403,5562.403,330.966,1320.996,79.97,True,41.76,38.5,78.5,250.0,100.0,
Italy,2021,2077209133056.0,59240336.0,1760.804,1100.301,11007.171,12216.959,766.201,5398.637,5398.637,319.817,1440.987,81.84,True,70.68,92.0,138.5,250.0,100.0,
Italy,2022,2077209133056.0,59037472.0,1706.785,1435.913,11619.991,11055.562,507.136,4798.736,4798.736,283.305,1423.48,83.4,True,100.78,145.0,265.0,250.0,100.0,
Japan,1991,3824698523648.0,124073992.0,5336.243,7257.61,24145.469,4287.881,760.965,2544.872,7317.596,315.752,4428.32,82.99,True,20.01,25.5,42.5,260.0,120.0,150.0
Japan,1992,3855720120320.0,124444696.0,5391.939,7113.639,24619.9,4444.612,643.225,2201.138,7149.846,273.92,4502.179,83.5,True,19.31,24.0,44.0,260.0,120.0,150.0
Japan,1993,3861077295104.0,124779576.0,5473.17,7235.202,24046.061,4463.38,741.948,2485.314,8118.064,310.116,4460.201,81.49,True,17.04,22.5,41.5,260.0,120.0,150.0
Japan,1994,3898677133312.0,125119264.0,5677.982,7555.397,25348.859,4760.375,515.204,1859.257,7715.93,232.629,4712.571,83.0,True,15.84,23.0,42.0,260.0,120.0,150.0
Japan,1995,4003033513984.0,125433968.0,5968.173,7811.724,26232.543,4832.629,628.163,2213.435,8703.302,277.64,4876.483,81.71,True,17.04,24.5,43.5,260.0,120.0,150.0
Japan,1996,4124648144896.0,125726224.0,6083.47,7998.192,26359.215,5144.292,613.818,2193.21,8884.943,275.744,4966.399,81.64,True,20.64,26.0,45.0,260.0,120.0,150.0
Japan,1997,4166540853248.0,126027984.0,6200.573,8196.164,26009.795,5326.974,685.879,2436.202,9667.037,307.03,4982.256,80.35,True,19.12,27.5,42.5,260.0,120.0,150.0
Japan,1998,4117006909440.0,126308392.0,6076.8,7796.151,25028.129,5475.795,705.25,2487.751,9810.745,314.224,4837.621,79.61,True,12.78,25.0,38.0,260.0,120.0,150.0
Japan,1999,4104026587136.0,126555064.0,6176.304,8185.979,25394.561,5739.941,662.099,2370.029,9482.812,299.939,4976.206,80.57,True,17.85,26.5,36.0,260.0,120.0,150.0
Japan,2000,4215551819776.0,126803864.0,6242.476,8758.434,24986.285,5967.091,681.209,2376.526,9517.571,301.353,5035.611,80.67,True,28.52,42.5,38.5,260.0,120.0,150.0
Japan,2001,4230083772416.0,127065736.0,6183.373,8949.342,24189.67,6117.179,655.724,2295.115,9406.594,291.63,4988.117,80.67,True,24.45,38.0,42.0,260.0,120.0,150.0
Japan,2002,4232499429376.0,127301744.0,6192.44,9488.543,23979.693,5973.684,640.604,2287.541,9201.875,291.208,5021.025,81.08,True,24.96,32.5,45.5,260.0,120.0,150.0
Japan,2003,4294503825408.0,127502352.0,6170.211,9735.188,24506.822,6548.759,734.575,2580.331,7602.152,328.998,5200.919,84.29,True,28.88,38.5,52.0,260.0,120.0,150.0
Japan,2004,4386537340928.0,127671288.0,6241.509,9979.555,23832.506,6313.405,729.373,2570.335,8761.872,328.158,5122.87,82.08,True,38.23,45.0,78.5,260.0,120.0,150.0
Japan,2005,4456733736960.0,127798376.0,6263.036,10444.688,23441.107,6473.319,592.418,2347.601,8648.049,300.02,5157.83,82.35,True,54.42,55.5,92.5,260.0,120.0,150.0
Japan,2006,4517298438144.0,127902168.0,6248.704,10258.948,22583.039,6923.287,677.471,2594.109,9090.064,331.792,5086.065,81.39,True,65.14,72.5,88.0,260.0,120.0,150.0
Japan,2007,4589238091776.0,128006424.0,6181.806,10760.426,21865.895,7451.974,572.393,2300.453,8214.646,294.473,5130.279,82.99,True,72.47,65.0,95.5,260.0,120.0,150.0
Japan,2008,4536234147840.0,128077632.0,6073.238,11046.276,21042.957,7737.455,590.892,2291.556,7591.727,293.497,5100.908,83.99,True,97.01,95.0,128.5,260.0,120.0,150.0
Japan,2009,4287889670144.0,128117040.0,5541.613,9264.556,18853.91,7218.245,594.222,2172.616,7917.591,278.349,4527.235,81.7,True,61.49,58.0,82.0,260.0,120.0,150.0
Japan,2010,4464955621376.0,128105432.0,5907.574,10559.54,19036.469,7801.13,651.26,2639.462,8717.799,338.129,4790.777,81.1,True,79.51,65.5,98.5,260.0,120.0,150.0
Japan,2011,4456991162368.0,128007256.0,5595.579,10020.133,19046.84,8751.477,660.509,2525.188,5894.529,323.242,4841.036,86.52,True,111.26,85.5,125.5,260.0,120.0,150.0
Japan,2012,4523675353088.0,127853688.0,5552.538,10591.787,20357.1,9637.193,595.837,2472.512,2842.764,316.12,5189.08,93.45,True,111.65,95.0,112.5,260.0,120.0,150.0
Japan,2013,4614146490368.0,127678920.0,5512.085,11038.925,19490.473,9675.589,619.053,2667.355,2966.473,340.565,5133.329,93.13,True,108.64,88.0,99.0,260.0,120.0,150.0
Japan,2014,4629616132096.0,127476728.0,5372.656,10870.498,18539.598,9786.267,652.354,2949.807,2949.807,376.032,4996.624,93.0,True,99.02,82.5,92.0,260.0,120.0,150.0
Japan,2015,4685428162560.0,127250936.0,5296.524,10986.017,17825.859,9329.412,681.724,3389.5,3481.38,431.317,4853.515,91.64,True,52.35,68.5,78.5,260.0,120.0,150.0
Japan,2016,4732216672256.0,126993856.0,5228.627,10987.819,17337.244,9167.171,623.18,3322.449,3680.053,421.931,4761.283,91.06,True,43.55,55.0,85.0,260.0,120.0,150.0
Japan,2017,4844015321088.0,126662464.0,5292.342,11179.029,17130.246,9236.082,658.601,3651.501,4237.678,462.508,4755.587,89.86,True,54.25,63.5,96.5,260.0,120.0,150.0
Japan,2018,4867010592768.0,126255872.0,5264.132,10982.438,16630.49,9164.576,638.624,3929.196,4916.655,496.084,4643.376,88.21,True,71.06,73.5,107.5,260.0,120.0,150.0
Japan,2019,4867010592768.0,125791680.0,5140.941,10832.146,16169.27,8595.424,634.541,3952.013,5271.85,497.13,4477.786,87.1,True,64.27,62.5,92.0,260.0,120.0,150.0
Japan,2020,4867010592768.0,125244760.0,4762.967,10146.147,14419.854,8313.921,629.248,4284.11,5149.347,536.562,4118.038,86.46,True,41.76,38.5,78.5,260.0,120.0,150.0
Japan,2021,4867010592768.0,124612528.0,4983.889,10989.806,14725.049,8314.756,635.089,4731.832,5965.473,589.646,4240.516,85.08,True,70.68,92.0,138.5,260.0,120.0,150.0
Japan,2022,4867010592768.0,123951696.0,4956.198,11016.588,14811.619,8107.861,594.748,5003.856,6048.843,620.236,4206.433,84.87,True,100.78,145.0,265.0,260.0,120.0,150.0
Malaysia,1991,157980852224.0,18017470.0,301.866,1007.573,8489.151,6527.141,246.945,730.212,730.212,13.157,288.71,95.64,True,20.01,25.5,42.5,85.0,70.0,
Malaysia,1992,173287833600.0,18526708.0,340.554,1028.809,9770.662,6898.261,231.342,684.075,684.075,12.674,327.881,96.28,True,19.31,24.0,44.0,85.0,70.0,
Malaysia,1993,191825428480.0,19050074.0,342.515,836.431,9801.502,6588.476,254.75,753.292,753.292,14.35,328.164,95.81,True,17.04,22.5,41.5,85.0,70.0,
Malaysia,1994,211032850432.0,19588706.0,363.737,903.615,10033.363,6653.108,330.956,978.633,978.633,19.17,344.567,94.73,True,15.84,23.0,42.0,85.0,70.0,
Malaysia,1995,233476947968.0,20136886.0,397.951,963.281,11163.869,6722.071,308.787,913.079,913.079,18.387,379.565,95.38,True,17.04,24.5,43.5,85.0,70.0,
Malaysia,1996,258686615552.0,20689060.0,444.273,942.066,11914.784,7876.043,250.567,740.924,740.924,15.329,428.944,96.55,True,20.64,26.0,45.0,85.0,70.0,
Malaysia,1997,279679762432.0,21249178.0,515.451,887.152,13269.613,9520.002,196.384,580.706,580.706,12.34,503.112,97.61,True,19.12,27.5,42.5,85.0,70.0,
Malaysia,1998,260986650624.0,21810542.0,495.441,922.401,11817.521,9371.488,204.351,604.263,604.263,13.179,482.262,97.34,True,12.78,25.0,38.0,85.0,70.0,
Malaysia,1999,279023157248.0,22368652.0,529.429,1007.978,11261.462,10400.561,337.615,998.325,998.325,22.331,507.097,95.78,True,17.85,26.5,36.0,85.0,70.0,
Malaysia,2000,305415979008.0,22945152.0,611.257,1259.213,11868.33,12531.629,304.639,980.757,980.757,22.504,588.754,96.32,True,28.52,42.5,38.5,85.0,70.0,
Malaysia,2001,309255241728.0,23542522.0,625.815,1466.692,12510.797,11770.038,257.831,834.798,834.798,19.653,606.162,96.86,True,24.45,38.0,42.0,85.0,70.0,
Malaysia,2002,328308785152.0,24142448.0,659.175,1753.266,13207.55,11634.602,224.087,708.148,708.148,17.096,642.078,97.41,True,24.96,32.5,45.5,85.0,70.0,
Malaysia,2003,349844013056.0,24739420.0,714.156,2497.38,13485.46,12233.88,205.745,650.427,650.427,16.091,698.065,97.75,True,28.88,38.5,52.0,85.0,70.0,
Malaysia,2004,376296144896.0,25333250.0,771.64,3042.585,13804.766,12905.67,219.869,706.554,706.554,17.899,753.741,97.68,True,38.23,45.0,78.5,85.0,70.0,
Malaysia,2005,397908672512.0,25923540.0,835.079,3088.524,13971.517,14416.628,231.836,736.47,736.47,19.092,815.987,97.71,True,54.42,55.5,92.5,85.0,70.0,
Malaysia,2006,423206289408.0,26509416.0,843.833,3199.579,13214.889,14660.439,238.406,756.533,756.533,20.055,823.778,97.62,True,65.14,72.5,88.0,85.0,70.0,
Malaysia,2007,453156765696.0,27092604.0,900.057,3795.198,13789.409,14912.356,219.986,724.523,724.523,19.629,880.427,97.82,True,72.47,65.0,95.5,85.0,70.0,
Malaysia,2008,478516183040.0,27664304.0,932.623,4109.577,12957.572,15742.198,282.313,902.784,902.784,24.975,907.648,97.32,True,97.01,95.0,128.5,85.0,70.0,
Malaysia,2009,474711556096.0,28217208.0,903.049,4375.446,12603.001,14183.657,244.177,841.369,841.369,23.741,879.308,97.37,True,61.49,58.0,82.0,85.0,70.0,
Malaysia,2010,514171994112.0,28717728.0,932.974,5980.333,12510.147,13240.295,221.466,756.97,756.97,21.738,911.236,97.67,True,79.51,65.5,98.5,85.0,70.0,
Malaysia,2011,545368309760.0,29184140.0,949.202,5882.766,12573.077,13129.516,276.177,939.235,939.235,27.411,921.792,97.11,True,111.26,85.5,125.5,85.0,70.0,
Malaysia,2012,575191121920.0,29660216.0,1038.408,6223.29,13558.619,14165.676,311.866,1062.535,1062.535,31.515,1006.893,96.97,True,111.65,95.0,112.5,85.0,70.0,
Malaysia,2013,602189201408.0,30134806.0,1086.738,5810.956,14193.025,14789.317,391.574,1269.248,1269.248,38.249,1048.489,96.48,True,108.64,88.0,99.0,85.0,70.0,
Malaysia,2014,638408589312.0,30606454.0,1097.615,5831.53,14031.609,14607.771,437.489,1391.315,1391.315,42.583,1055.032,96.12,True,99.02,82.5,92.0,85.0,70.0,
Malaysia,2015,670135287808.0,31068834.0,1114.688,6511.232,12837.391,15076.146,448.037,1453.241,1453.241,45.151,1069.537,95.95,True,52.35,68.5,78.5,85.0,70.0,
Malaysia,2016,698530070528.0,31526414.0,1172.769,6909.981,14071.075,14271.518,635.023,1947.002,1947.002,61.382,1111.387,94.77,True,43.55,55.0,85.0,85.0,70.0,
Malaysia,2017,738639609856.0,31975812.0,1188.313,7549.619,13050.39,14086.945,839.697,2475.937,2475.937,79.17,1109.144,93.34,True,54.25,63.5,96.5,85.0,70.0,
Malaysia,2018,773658509312.0,32399270.0,1209.563,7992.251,13060.201,13789.758,812.673,2490.823,2490.823,80.701,1128.862,93.33,True,71.06,73.5,107.5,85.0,70.0,
Malaysia,2019,773658509312.0,32804024.0,1240.763,7460.338,14021.81,13783.404,798.682,2557.949,2557.949,83.911,1156.852,93.24,True,64.27,62.5,92.0,85.0,70.0,
Malaysia,2020,773658509312.0,33199988.0,1195.112,8677.461,11432.331,13136.65,835.542,2750.921,2750.921,91.331,1103.781,92.36,True,41.76,38.5,78.5,85.0,70.0,
Malaysia,2021,773658509312.0,33573872.0,1272.354,7816.976,12259.055,14728.241,917.082,3092.862,3092.862,103.839,1168.514,91.84,True,70.68,92.0,138.5,85.0,70.0,
Malaysia,2022,773658509312.0,33938216.0,1343.512,7677.032,14132.938,14550.536,905.174,3226.491,3226.491,109.501,1234.011,91.85,True,100.78,145.0,265.0,85.0,70.0,
Mexico,1991,865148665856.0,83351600.0,1357.68,455.36,11298.219,3387.591,271.444,1003.009,1147.418,83.602,1262.041,92.96,True,20.01,25.5,42.5,90.0,75.0,95.0
Mexico,1992,902108282880.0,84993160.0,1384.109,451.595,11232.086,3322.56,315.481,1147.87,1278.706,97.561,1275.428,92.15,True,19.31,24.0,44.0,90.0,75.0,95.0
Mexico,1993,925343285248.0,86648440.0,1385.386,499.634,10933.136,3269.131,307.622,1125.204,1286.682,97.497,1273.897,91.95,True,17.04,22.5,41.5,90.0,75.0,95.0
Mexico,1994,972991954944.0,88314416.0,1464.644,592.41,11565.842,3408.617,229.536,881.362,1017.559,77.837,1374.779,93.86,True,15.84,23.0,42.0,90.0,75.0,95.0
Mexico,1995,916478951424.0,89969568.0,1439.337,647.537,10560.344,3411.179,306.756,1112.707,1378.987,100.11,1315.271,91.38,True,17.04,24.5,43.5,90.0,75.0,95.0
Mexico,1996,971219795968.0,91586560.0,1476.888,729.362,10531.503,3415.162,342.149,1205.492,1449.566,110.407,1344.127,91.01,True,20.64,26.0,45.0,90.0,75.0,95.0
Mexico,1997,1045710700544.0,93183088.0,1512.699,717.557,10806.087,3373.723,282.906,1017.861,1336.256,94.847,1388.183,91.77,True,19.12,27.5,42.5,90.0,75.0,95.0
Mexico,1998,1105636622336.0,94767288.0,1574.172,721.217,11125.874,3532.759,259.509,953.655,1231.067,90.375,1457.507,92.59,True,12.78,25.0,38.0,90.0,75.0,95.0
Mexico,1999,1156619567104.0,96334808.0,1597.065,721.935,10869.142,3507.649,339.569,1184.943,1479.549,114.151,1454.533,91.08,True,17.85,26.5,36.0,90.0,75.0,95.0
Mexico,2000,1241194692608.0,97873448.0,1693.276,778.423,11419.195,3669.361,335.127,1195.344,1433.684,116.992,1552.956,91.71,True,28.52,42.5,38.5,90.0,75.0,95.0
Mexico,2001,1251502718976.0,99394288.0,1679.593,841.835,11137.567,3641.107,283.92,1030.287,1277.78,102.405,1552.589,92.44,True,24.45,38.0,42.0,90.0,75.0,95.0
Mexico,2002,1275458093056.0,100917080.0,1720.058,1388.326,10416.259,4069.561,244.755,899.618,1170.13,90.787,1601.973,93.13,True,24.96,32.5,45.5,90.0,75.0,95.0
Mexico,2003,1306677477376.0,102429344.0,1740.948,1008.679,10594.504,4345.376,192.132,762.694,1048.014,78.122,1633.6,93.83,True,28.88,38.5,52.0,90.0,75.0,95.0
Mexico,2004,1373060333568.0,103945816.0,1843.091,1017.065,10946.558,4619.899,240.029,903.159,1147.741,93.88,1723.788,93.53,True,38.23,45.0,78.5,90.0,75.0,95.0
Mexico,2005,1427076808704.0,105442400.0,2019.614,1265.426,11629.537,4999.159,259.668,978.032,1259.596,103.126,1886.799,93.42,True,54.42,55.5,92.5,90.0,75.0,95.0
Mexico,2006,1510627082240.0,106886792.0,2049.177,1339.719,11084.935,5453.272,281.513,1015.96,1293.54,108.593,1910.914,93.25,True,65.14,72.5,88.0,90.0,75.0,95.0
Mexico,2007,1572355440640.0,108302976.0,2068.458,1214.96,11416.242,5266.833,249.301,939.704,1200.78,101.773,1938.41,93.71,True,72.47,65.0,95.5,90.0,75.0,95.0
Mexico,2008,1607400947712.0,109684496.0,2153.523,1071.667,11632.388,5469.923,353.651,1218.795,1459.819,133.683,1993.404,92.56,True,97.01,95.0,128.5,90.0,75.0,95.0
Mexico,2009,1543872708608.0,111049424.0,2117.228,1078.317,10982.354,5868.45,238.182,883.101,1136.516,98.068,1991.019,94.04,True,61.49,58.0,82.0,90.0,75.0,95.0
Mexico,2010,1637760630784.0,112532400.0,2123.579,1316.232,10408.694,5868.936,326.928,1137.811,1276.962,128.041,1979.88,93.23,True,79.51,65.5,98.5,90.0,75.0,95.0
Mexico,2011,1716060815360.0,114150480.0,2219.981,1500.888,10408.595,6203.083,314.76,1101.308,1335.28,125.715,2067.558,93.13,True,111.26,85.5,125.5,90.0,75.0,95.0
Mexico,2012,1785373786112.0,115755912.0,2239.852,1289.489,10484.699,6362.852,272.902,1013.411,1212.745,117.308,2099.47,93.73,True,111.65,95.0,112.5,90.0,75.0,95.0
Mexico,2013,1810561761280.0,117290680.0,2241.271,1263.754,10018.781,6632.673,236.336,930.375,1193.483,109.124,2101.287,93.75,True,108.64,88.0,99.0,90.0,75.0,95.0
Mexico,2014,1851266170880.0,118755888.0,2227.508,1245.739,9443.673,6639.54,324.615,1216.241,1428.081,144.436,2057.915,92.39,True,99.02,82.5,92.0,90.0,75.0,95.0
Mexico,2015,1899585208320.0,120149896.0,2202.979,1228.885,9053.732,6723.511,254.765,1080.123,1329.123,129.777,2043.285,92.75,True,52.35,68.5,78.5,90.0,75.0,95.0
Mexico,2016,1923887267840.0,121519224.0,2252.842,1190.209,9196.884,6832.667,244.735,1095.828,1319.214,133.164,2092.532,92.88,True,43.55,55.0,85.0,90.0,75.0,95.0
Mexico,2017,1964635193344.0,122839256.0,2295.823,1438.895,8877.674,7003.749,258.386,1143.081,1369.33,140.415,2127.615,92.67,True,54.25,63.5,96.5,90.0,75.0,95.0
Mexico,2018,2006599729152.0,124013864.0,2265.69,1270.386,8234.632,7279.317,260.455,1207.816,1485.313,149.786,2081.49,91.87,True,71.06,73.5,107.5,90.0,75.0,95.0
Mexico,2019,2006599729152.0,125085312.0,2239.439,1202.498,7771.151,7466.052,188.192,1237.314,1463.594,154.77,2056.365,91.83,True,64.27,62.5,92.0,90.0,75.0,95.0
Mexico,2020,2006599729152.0,125998296.0,2064.19,527.713,6653.804,7501.612,212.225,1475.972,1699.55,185.97,1850.049,89.63,True,41.76,38.5,78.5,90.0,75.0,95.0
Mexico,2021,2006599729152.0,126705136.0,2219.266,435.075,7442.093,7681.825,272.049,1719.929,1956.213,217.924,1971.404,88.83,True,70.68,92.0,138.5,90.0,75.0,95.0
Mexico,2022,2006599729152.0,127504120.0,2423.75,547.351,8971.466,7575.104,276.854,1702.381,1915.264,217.061,2179.545,89.92,True,100.78,145.0,265.0,90.0,75.0,95.0
Netherlands,1991,423864926208.0,15046578.0,928.063,6221.422,27338.426,27294.873,6.646,196.848,824.638,2.962,915.655,98.66,True,20.01,25.5,42.5,220.0,105.0,130.0
Netherlands,1992,433594990592.0,15150688.0,939.117,6160.336,28506.418,26395.939,7.92,210.75,922.438,3.193,925.142,98.51,True,19.31,24.0,44.0,220.0,105.0,130.0
Netherlands,1993,441585762304.0,15251088.0,946.966,6174.423,27981.416,26968.932,5.901,232.402,966.941,3.544,932.219,98.44,True,17.04,22.5,41.5,220.0,105.0,130.0
Netherlands,1994,457294184448.0,15349481.0,936.809,6532.975,27626.695,25878.543,6.515,260.398,993.74,3.997,921.555,98.37,True,15.84,23.0,42.0,220.0,105.0,130.0
Netherlands,1995,474287669248.0,15446670.0,974.962,6707.666,28969.014,26415.258,5.826,287.894,1025.991,4.447,959.114,98.37,True,17.04,24.5,43.5,220.0,105.0,130.0
Netherlands,1996,494052179968.0,15538617.0,1017.111,6435.579,28791.271,29101.33,5.148,369.12,1128.78,5.736,999.571,98.28,True,20.64,26.0,45.0,220.0,105.0,130.0
Netherlands,1997,518267830272.0,15629912.0,998.851,6220.267,29734.549,27107.922,5.758,406.446,843.604,6.353,985.665,98.68,True,19.12,27.5,42.5,220.0,105.0,130.0
Netherlands,1998,544860340224.0,15722601.0,1005.942,6307.269,29910.24,26610.664,6.996,465.026,1152.467,7.311,987.822,98.2,True,12.78,25.0,38.0,220.0,105.0,130.0
Netherlands,1999,575703547904.0,15812491.0,993.777,5498.466,30311.072,25851.574,5.692,499.507,1186.471,7.898,975.016,98.11,True,17.85,26.5,36.0,220.0,105.0,130.0
Netherlands,2000,603576139776.0,15899138.0,1006.819,5678.155,30579.172,25782.32,8.806,586.304,1285.764,9.322,986.377,97.97,True,28.52,42.5,38.5,220.0,105.0,130.0
Netherlands,2001,619963809792.0,15981630.0,1045.557,6013.849,31894.031,26167.195,7.509,646.62,1347.364,10.334,1024.024,97.94,True,24.45,38.0,42.0,220.0,105.0,130.0
Netherlands,2002,624206544896.0,16057042.0,1046.061,6020.204,31889.488,25781.35,6.851,772.864,1455.52,12.41,1022.69,97.77,True,24.96,32.5,45.5,220.0,105.0,130.0
Netherlands,2003,629605990400.0,16127574.0,1053.076,6200.561,31796.996,25846.002,4.34,759.732,1453.07,12.253,1029.642,97.77,True,28.88,38.5,52.0,220.0,105.0,130.0
Netherlands,2004,646099697664.0,16196036.0,1088.744,6088.595,33120.539,26350.754,5.557,1010.444,1662.994,16.365,1061.81,97.53,True,38.23,45.0,78.5,220.0,105.0,130.0
Netherlands,2005,663883939840.0,16261834.0,1112.242,5790.655,35015.91,25492.547,5.534,1421.3,2096.74,23.113,1078.145,96.93,True,54.42,55.5,92.5,220.0,105.0,130.0
Netherlands,2006,691219595264.0,16325679.0,1089.576,5495.773,34735.008,24383.875,6.738,1545.087,2125.344,25.225,1054.878,96.82,True,65.14,72.5,88.0,220.0,105.0,130.0
Netherlands,2007,720938008576.0,16391232.0,1107.524,5965.249,35599.527,23674.58,6.711,1633.407,2328.719,26.774,1069.354,96.55,True,72.47,65.0,95.5,220.0,105.0,130.0
Netherlands,2008,737432109056.0,16460775.0,1094.389,5619.419,33709.012,24536.443,6.075,1936.841,2619.768,31.882,1051.265,96.06,True,97.01,95.0,128.5,220.0,105.0,130.0
Netherlands,2009,713757491200.0,16536200.0,1079.291,5274.623,32055.6,25010.783,6.047,2238.887,2927.376,37.023,1030.883,95.51,True,61.49,58.0,82.0,220.0,105.0,130.0
Netherlands,2010,727959470080.0,16617121.0,1170.651,5282.37,34181.727,28138.648,6.018,2209.533,2845.721,36.716,1123.363,95.96,True,79.51,65.5,98.5,220.0,105.0,130.0
Netherlands,2011,744360837120.0,16701470.0,1115.092,5184.174,33974.832,24505.494,3.592,2445.274,3101.589,40.84,1063.291,95.35,True,111.26,85.5,125.5,220.0,105.0,130.0
Netherlands,2012,736497893376.0,16785296.0,1095.699,5667.99,33118.68,23403.418,5.958,2473.601,3087.244,41.52,1043.879,95.27,True,111.65,95.0,112.5,220.0,105.0,130.0
Netherlands,2013,735093129216.0,16867352.0,1062.885,5643.71,31375.736,23189.109,6.521,2357.551,2805.781,39.766,1015.559,95.55,True,108.64,88.0,99.0,220.0,105.0,130.0
Netherlands,2014,745517678592.0,16954080.0,1016.331,6211.222,30589.965,20247.502,6.488,2270.062,2897.398,38.487,967.208,95.17,True,99.02,82.5,92.0,220.0,105.0,130.0
Netherlands,2015,760077418496.0,17041110.0,1034.106,7550.369,30169.766,19818.088,5.281,2526.399,3144.805,43.053,980.515,94.82,True,52.35,68.5,78.5,220.0,105.0,130.0
Netherlands,2016,776582332416.0,17124512.0,1043.622,6965.324,30227.648,20524.51,5.84,2631.577,3225.665,45.064,988.384,94.71,True,43.55,55.0,85.0,220.0,105.0,130.0
Netherlands,2017,799187927040.0,17207204.0,1051.377,6216.711,30234.355,21082.9,3.487,3062.069,3567.039,52.69,989.999,94.16,True,54.25,63.5,96.5,220.0,105.0,130.0
Netherlands,2018,818056003584.0,17286042.0,1025.894,5560.042,29289.068,20570.545,4.05,3412.229,3928.45,58.984,957.986,93.38,True,71.06,73.5,107.5,220.0,105.0,130.0
Netherlands,2019,818056003584.0,17363260.0,1021.601,4300.268,28469.795,21392.553,4.032,4104.748,4674.317,71.272,940.44,92.06,True,64.27,62.5,92.0,220.0,105.0,130.0
Netherlands,2020,818056003584.0,17434562.0,988.636,2741.999,26945.43,20677.316,2.868,5749.96,6340.792,100.248,878.087,88.82,True,41.76,38.5,78.5,220.0,105.0,130.0
Netherlands,2021,818056003584.0,17501696.0,1015.272,3715.513,26868.635,19936.164,5.142,6940.392,7489.584,121.469,884.191,87.09,True,70.68,92.0,138.5,220.0,105.0,130.0
Netherlands,2022,818056003584.0,17564020.0,983.599,3672.28,28228.312,15456.154,3.416,8051.746,8644.015,141.421,831.775,84.56,True,100.78,145.0,265.0,220.0,105.0,130.0
Nigeria,1991,174067580928.0,97685360.0,224.615,6192.301738391105,18053.02622959184,9783.969942948715,1513.6776885768986,5680.428812332439,8298.862918900804,236.0118659517426,2116.086500986193,92.09,True,20.01,25.5,42.5,50.0,40.0,
Nigeria,1992,181866315776.0,100182048.0,230.295,6192.301738391105,18053.02622959184,9783.969942948715,1513.6776885768986,5680.428812332439,8298.862918900804,236.0118659517426,2116.086500986193,91.86,True,19.31,24.0,44.0,50.0,40.0,
Nigeria,1993,188893724672.0,102775472.0,233.795,6192.301738391105,18053.02622959184,9783.969942948715,1513.6776885768986,5680.428812332439,8298.862918900804,236.0118659517426,2116.086500986193,90.1,True,17.04,22.5,41.5,50.0,40.0,
Nigeria,1994,193990918144.0,105456120.0,217.993,6192.301738391105,18053.02622959184,9783.969942948715,1513.6776885768986,5680.428812332439,8298.862918900804,236.0118659517426,2116.086500986193,97.71,True,15.84,23.0,42.0,50.0,40.0,
Nigeria,1995,202397630464.0,108187616.0,242.441,6192.301738391105,18053.02622959184,9783.969942948715,1513.6776885768986,5680.428812332439,8298.862918900804,236.0118659517426,2116.086500986193,87.83,True,17.04,24.5,43.5,50.0,40.0,
Nigeria,1996,215950344192.0,110956184.0,248.424,6192.301738391105,18053.02622959184,9783.969942948715,1513.6776885768986,5680.428812332439,8298.862918900804,236.0118659517426,2116.086500986193,85.8,True,20.64,26.0,45.0,50.0,40.0,
Nigeria,1997,227883171840.0,113791184.0,248.524,6192.301738391105,18053.02622959184,9783.969942948715,1513.6776885768986,5680.428812332439,8298.862918900804,236.0118659517426,2116.086500986193,85.46,True,19.12,27.5,42.5,50.0,40.0,
Nigeria,1998,239844507648.0,116690528.0,238.319,6192.301738391105,18053.02622959184,9783.969942948715,1513.6776885768986,5680.428812332439,8298.862918900804,236.0118659517426,2116.086500986193,88.92,True,12.78,25.0,38.0,50.0,40.0,
Nigeria,1999,247535173632.0,119695568.0,239.122,6192.301738391105,18053.02622959184,9783.969942948715,1513.6776885768986,5680.428812332439,8298.862918900804,236.0118659517426,2116.086500986193,88.94,True,17.85,26.5,36.0,50.0,40.0,
